qa_id,category,ERK_F1,ERKT_F1,f1_outcome,ERK_EM,ERKT_EM,em_outcome,ERK_abstain,ERKT_abstain,abstain_outcome
conv-41_qa_15,1,0.75,0.75,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_150,4,0.222222,0.230769,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_151,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_16,2,0.285714,0.285714,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_17,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_18,1,0.0,1.0,erkt_better,0.0,1.0,erkt_newly_correct,1,0,erkt_fixed
conv-41_qa_19,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_2,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_20,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_21,1,1.0,1.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_22,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_23,1,0.0,0.5,erkt_better,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-41_qa_24,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_25,1,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_26,1,0.461538,0.461538,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_27,2,0.0,0.75,erkt_better,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-41_qa_28,1,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_29,1,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_3,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_30,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_31,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_32,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_33,1,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_34,2,0.285714,0.285714,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_35,1,0.0,0.666667,erkt_better,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-41_qa_36,1,1.0,1.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_37,1,0.47619,0.47619,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_38,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_39,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_4,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_40,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_41,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_42,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_43,2,0.285714,0.285714,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_44,1,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_45,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_46,2,0.75,0.75,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_47,1,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_48,2,0.285714,0.285714,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_49,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_5,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_50,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_51,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_52,1,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_53,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_54,2,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_55,2,0.0,0.75,erkt_better,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-41_qa_56,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_57,1,0.25,0.25,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_58,2,0.444444,0.444444,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_59,2,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_6,1,0.444444,0.363636,erk_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_60,1,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_61,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_62,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_63,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_64,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_65,4,1.0,0.857143,erk_better,1.0,0.0,erk_correct_erkt_incorrect,0,0,both_answered
conv-41_qa_66,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_67,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_68,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_69,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_7,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_70,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_71,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_72,4,0.764706,0.764706,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_73,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_74,4,0.470588,0.470588,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_75,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_76,4,0.782609,0.782609,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_77,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_78,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_79,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_8,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_80,4,0.333333,0.333333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_81,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_82,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_83,4,0.857143,0.857143,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_84,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_85,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_86,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_87,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_88,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_89,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_9,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-41_qa_90,4,0.153846,0.153846,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_91,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_92,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_93,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_94,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_95,4,0.857143,0.857143,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-41_qa_96,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-41_qa_97,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_98,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-41_qa_99,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_0,1,0.266667,0.266667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_1,1,0.105263,0.285714,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_10,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_100,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_101,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_102,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_103,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_104,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_105,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_106,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_107,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_108,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_109,4,0.484848,0.484848,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_11,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_110,4,0.0,1.0,erkt_better,0.0,1.0,erkt_newly_correct,1,0,erkt_fixed
conv-43_qa_111,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_112,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_113,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_114,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_115,4,0.777778,0.875,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_116,4,0.470588,0.470588,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_117,4,0.0,1.0,erkt_better,0.0,1.0,erkt_newly_correct,1,0,erkt_fixed
conv-43_qa_118,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_119,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_12,2,0.0,1.0,erkt_better,0.0,1.0,erkt_newly_correct,1,0,erkt_fixed
conv-43_qa_120,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_121,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_122,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,1,erkt_new_error
conv-43_qa_123,4,0.0,1.0,erkt_better,0.0,1.0,erkt_newly_correct,1,0,erkt_fixed
conv-43_qa_124,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_125,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_126,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_127,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_128,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_129,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_13,1,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_130,4,0.909091,0.909091,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_131,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_132,4,0.25641,0.090909,erk_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_133,4,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_134,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_135,4,0.6,0.6,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_136,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_137,4,0.62069,0.62069,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_138,4,0.956522,0.956522,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_139,4,0.095238,0.095238,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_14,1,0.214286,0.214286,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_140,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_141,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_142,4,0.888889,0.888889,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_143,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_144,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_145,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_146,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_147,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_148,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_149,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_15,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_150,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_151,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_152,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_153,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_154,4,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_155,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_156,4,0.923077,0.923077,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_157,4,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_158,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_159,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_16,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_160,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_161,4,0.444444,0.444444,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_162,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_163,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_164,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_165,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_166,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_167,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_168,4,0.75,0.75,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_169,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_17,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_170,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_171,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_172,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_173,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_174,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_175,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_176,4,0.25,0.25,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_177,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_18,1,0.235294,0.235294,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_19,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_2,1,0.333333,0.333333,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_20,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_21,1,0.571429,0.571429,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_22,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_23,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_24,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_25,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_26,1,0.857143,0.857143,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_27,3,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_28,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_29,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_3,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_30,1,0.727273,0.727273,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_31,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_32,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_33,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_34,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_35,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_36,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_37,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_38,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_39,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_4,1,0.3,0.3,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_40,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_41,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_42,1,0.705882,0.705882,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_43,1,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_44,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_45,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_46,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_47,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_48,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_49,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_5,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_50,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_51,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_52,1,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_53,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_54,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-43_qa_55,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_56,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_57,1,0.8,1.0,erkt_better,0.0,1.0,erkt_newly_correct,0,0,both_answered
conv-43_qa_58,2,0.444444,0.8,erkt_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_59,1,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_6,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_60,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_61,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_62,1,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_63,2,0.5,0.5,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_64,2,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_65,1,0.769231,0.769231,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_66,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_67,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_68,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_69,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_7,1,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_70,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_71,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_72,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_73,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_74,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_75,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_76,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_77,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_78,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_79,4,0.736842,0.736842,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_8,3,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_80,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_81,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_82,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_83,4,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_84,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_85,4,0.75,0.75,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_86,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_87,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_88,4,0.736842,0.5,erk_better,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_89,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_9,1,0.285714,0.285714,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_90,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_91,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_92,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_93,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_94,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_95,4,0.666667,0.666667,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-43_qa_96,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-43_qa_97,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_98,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-43_qa_99,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_0,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_1,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_10,2,0.0,0.0,tied,0.0,0.0,both_incorrect,1,1,both_abstain
conv-44_qa_100,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_101,4,0.4,0.4,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_102,4,0.8,0.8,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_103,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_104,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_105,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_106,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_107,4,0.0,0.0,tied,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-44_qa_108,4,0.0,0.181818,erkt_better,0.0,0.0,both_incorrect,1,0,erkt_fixed
conv-44_qa_109,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_11,2,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_110,4,0.0,0.0,tied,0.0,0.0,both_incorrect,0,0,both_answered
conv-44_qa_111,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_112,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
conv-44_qa_113,4,1.0,1.0,tied,1.0,1.0,both_correct,0,0,both_answered
