qa_id,P3_prediction,P4_prediction,same_prediction,P3_rF1,P4_rF1,same_rF1,P3_rEM,P4_rEM,P3_WrongAbst,P4_WrongAbst
conv-41_qa_115,live music event,live music event,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_116,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_117,marching event for veterans' rights,marching event for veterans' rights,True,0.5714285714,0.571429,True,0.0,0.0,0.0,0
conv-41_qa_118,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_119,at least once a week,At least once a week.,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_12,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_120,flood,flood,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_121,Lots of homes were ruined.,Lots of homes were ruined.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_122,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_123,Have dinner with some friends from the gym.,Have dinner with some friends from the gym.,True,0.9230769231,0.923077,True,0.0,0.0,0.0,0
conv-41_qa_124,charades and a scavenger hunt,Played games and ate yummy food.,False,0.7272727273,0.461538,False,0.0,0.0,0.0,0
conv-41_qa_125,He heard cool stories from an elderly veteran named Samuel.,hearing cool stories from an elderly veteran named Samuel,False,0.125,0.133333,False,0.0,0.0,0.0,0
conv-41_qa_126,It made him appreciate what we have and the need to give back.,He heard cool stories from an elderly veteran named Samuel and felt inspired by ,False,0.125,0.0,False,0.0,0.0,0.0,0
conv-41_qa_127,He heard cool stories from an elderly veteran named Samuel.,He heard cool stories from an elderly veteran named Samuel.,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-41_qa_128,picnic,hiking,False,0.0,1.0,False,0.0,1.0,0.0,0
conv-41_qa_129,Trying new stuff is a great way to push yourself and mix things up.,Cannot answer,False,0.5,0.0,False,0.0,0.0,0.0,1
conv-41_qa_13,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_130,kickboxing and circuit training,"kickboxing, circuit training, and weight training",False,0.3333333333,0.5,False,0.0,0.0,0.0,0
conv-41_qa_131,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_132,She reached out to the shelter and asked if they needed volunteers.,She reached out to the shelter and asked if they needed volunteers.,True,0.4761904762,0.47619,True,0.0,0.0,0.0,0
conv-41_qa_133,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_134,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_135,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_136,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_137,He lost his job.,He lost his job.,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-41_qa_138,community work,community work,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_139,He helped renovate a rundown community center.,He helped renovate a rundown community center.,True,0.9090909091,0.909091,True,0.0,0.0,0.0,0
conv-41_qa_14,Yes,Yes,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_140,veterans and their families,veterans and their families,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_141,a local organization,a local organization,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_142,a medal,a medal,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-41_qa_143,Coco,Coco,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_144,Camping trip,Camping trip,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-41_qa_145,a blast,Cannot answer,False,0.0,0.0,True,0.0,0.0,0.0,1
conv-41_qa_146,He feels he isn't making much of an impact.,He feels he is not making much of an impact.,False,0.5,0.625,False,0.0,0.0,0.0,0
conv-41_qa_147,Shadow,Shadow,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_148,The little one is doing great - learning commands and house training.,doing great,False,0.8235294118,0.444444,False,0.0,0.0,0.0,0
conv-41_qa_149,mentor for a local school,mentor for a local school,True,0.4444444444,0.444444,True,0.0,0.0,0.0,0
conv-41_qa_15,"creative writing class, poetry class","creative writing class, poetry class",True,0.75,0.75,True,0.0,0.0,0.0,0
conv-41_qa_150,"Climbing, sliding, playing games, swinging, arts and crafts, walks, picnics, and","Climbing, sliding, playing games, swinging, arts and crafts, walks, picnics, vio",False,0.2142857143,0.222222,False,0.0,0.0,0.0,0
conv-41_qa_151,a brand new fire truck,a brand new fire truck,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_16,Last week.,last week,False,0.2857142857,0.285714,True,0.0,0.0,0.0,0
conv-41_qa_17,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_18,Cannot answer,a colleague,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-41_qa_19,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_2,"kickboxing, taekwondo",Cannot answer,False,1.0,0.0,False,1.0,0.0,0.0,1
conv-41_qa_20,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_21,"East Coast, Pacific Northwest","East Coast, Pacific Northwest",True,1.0,1.0,True,0.0,0.0,0.0,0
conv-41_qa_22,last month,Cannot answer,False,0.0,0.0,True,0.0,0.0,0.0,1
conv-41_qa_23,Cannot answer,peach cobbler,False,0.0,0.571429,False,0.0,0.0,1.0,0
conv-41_qa_24,last month,last month,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-41_qa_25,Cannot answer,"Spain, England",False,0.0,1.0,False,0.0,1.0,1.0,0
conv-41_qa_26,Joined a nearby church and bought a cross necklace.,Joined a nearby church and bought a cross necklace.,True,0.4615384615,0.461538,True,0.0,0.0,0.0,0
conv-41_qa_27,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_28,"veterans, education, and infrastructure",veterans,False,0.5714285714,0.5,False,0.0,0.0,0.0,0
conv-41_qa_29,ring-toss tournament,Cannot answer,False,0.6666666667,0.0,False,0.0,0.0,0.0,1
conv-41_qa_3,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_30,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_31,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_32,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_33,"aerial yoga, kundalini yoga","aerial yoga, kundalini yoga",True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-41_qa_34,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_35,Florida,Florida,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-41_qa_36,"violin concert, live music event","violin concert, live music event",True,1.0,1.0,True,0.0,0.0,0.0,0
conv-41_qa_37,"Marching event, 5K charity run, small party.","Marching event, 5K charity run, small party.",True,0.5,0.5,True,0.0,0.0,0.0,0
conv-41_qa_38,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_39,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_4,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_40,Kyle,Kyle,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-41_qa_41,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_42,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_43,last week,last week,True,0.2857142857,0.285714,True,0.0,0.0,0.0,0
conv-41_qa_44,"picnic, hiking, camping, community work","Picnic, hiking, community work, camping.",False,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-41_qa_45,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_46,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_47,weight training,weight training,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-41_qa_48,Last Sunday,Last Sunday,True,0.2857142857,0.285714,True,0.0,0.0,0.0,0
conv-41_qa_49,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_5,last month,Cannot answer,False,0.0,0.0,True,0.0,0.0,0.0,1
conv-41_qa_50,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_51,About a year ago.,about a year ago,False,0.0,0.0,True,0.0,0.0,0.0,0
conv-41_qa_52,Laura and Cindy,Laura and Cindy,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-41_qa_53,Last year,Last year,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-41_qa_54,Yesterday,Cannot answer,False,0.0,0.0,True,0.0,0.0,0.0,1
conv-41_qa_55,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_56,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_57,"veterans and their families, victims of domestic abuse","veterans and their families, victims of domestic abuse",True,0.25,0.25,True,0.0,0.0,0.0,0
conv-41_qa_58,Two weeks ago.,Two weeks ago.,True,0.4444444444,0.444444,True,0.0,0.0,0.0,0
conv-41_qa_59,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_6,At a volunteer event and at church.,Cannot answer,False,0.2,0.0,False,0.0,0.0,0.0,1
conv-41_qa_60,Shadow and Coco,Shadow and Coco,True,0.8,0.8,True,0.0,0.0,0.0,0
conv-41_qa_61,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_62,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_63,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_64,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_65,Improving education and infrastructure in our community.,improving education and infrastructure in our community,False,0.7272727273,0.727273,True,0.0,0.0,0.0,0
conv-41_qa_66,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_67,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_68,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_69,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_7,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_70,Pizza,Pizza,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_71,service-focused online group,A service-focused online group.,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_72,They went to a homeless shelter to give out food and supplies and organized a to,They went to a homeless shelter to give out food and supplies and organized a to,True,0.7647058824,0.764706,True,0.0,0.0,0.0,0
conv-41_qa_73,Her aunt,Her aunt,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_74,The little girl seemed sad and was sitting alone.,The little girl seemed sad and was sitting alone.,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-41_qa_75,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_76,"After his last run, he saw the impact he could make in the community through pol","After his last run, he saw the impact he could make in the community through pol",True,0.7826086957,0.782609,True,0.0,0.0,0.0,0
conv-41_qa_77,beginner's yoga class,beginner's yoga class,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_78,Kyle,Kyle,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_79,a few times a week,a few times a week,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_8,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_80,a painting,a painting,True,0.3333333333,0.333333,True,0.0,0.0,0.0,0
conv-41_qa_81,London,London,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-41_qa_82,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_83,Improving education and infrastructure.,education and infrastructure,False,0.8571428571,1.0,False,0.0,1.0,0.0,0
conv-41_qa_84,a 5K charity run for a homeless shelter,a 5K charity run for a homeless shelter,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-41_qa_85,career fair at a local school,career fair,False,1.0,0.571429,False,1.0,0.0,0.0,0
conv-41_qa_86,His car broke down.,His car broke down.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_87,Pacific Northwest,Pacific Northwest,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_88,politics and the government,politics and the government,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_89,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_9,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_90,politics and the government,politics and the government,True,0.25,0.25,True,0.0,0.0,0.0,0
conv-41_qa_91,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_92,a few times a week,a few times a week,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-41_qa_93,"More energy, gains in strength and endurance.","More energy, gains in strength and endurance.",True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_94,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_95,Made some dinner together.,Made some dinner together.,True,0.8571428571,0.857143,True,0.0,0.0,0.0,0
conv-41_qa_96,Joined a nearby church.,Joined a nearby church.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-41_qa_97,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-41_qa_98,a small party,a small party,True,0.5,0.5,True,0.0,0.0,0.0,0
conv-41_qa_99,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_0,"Winning a championship, improving shooting, being a consistent performer, helpin","Winning a championship, improving shooting, being a consistent performer, helpin",True,0.2666666667,0.266667,True,0.0,0.0,0.0,0
conv-43_qa_1,"Making a difference through charity or inspiring people, and building his brand.",charity or inspiring people,False,0.3157894737,0.166667,False,0.0,0.0,0.0,0
conv-43_qa_10,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_100,Four years.,Four years.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_101,Amazing.,Amazing.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_102,"Trust me, NYC is amazing!","Trust me, NYC is amazing!",True,0.0,0.0,True,0.0,0.0,0.0,0
conv-43_qa_103,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_104,sage,sage,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_105,Harry Potter stuff,Harry Potter stuff,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_106,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_107,Edinburgh,Edinburgh,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-43_qa_108,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_109,Make sure they align with your values and brand.,Make sure they align with your values and brand.,True,0.4848484848,0.484848,True,0.0,0.0,0.0,0
conv-43_qa_11,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_110,a fantasy novel by Patrick Rothfuss,a fantasy novel by Patrick Rothfuss,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_111,greenhouse venue,greenhouse venue,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-43_qa_112,A cozy restaurant.,a cozy restaurant,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_113,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_114,fantasy stuff,fantasy stuff,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-43_qa_115,intense season with both tough losses and great wins,intense season with both tough losses and great wins,True,0.875,0.875,True,0.0,0.0,0.0,0
conv-43_qa_116,We back each other up and won't quit.,We back each other up and won't quit.,True,0.4705882353,0.470588,True,0.0,0.0,0.0,0
conv-43_qa_117,Facing tough opponents.,Facing tough opponents.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_118,a trophy,a trophy,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_119,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_12,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_120,It feels great.,It feels great.,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_121,"Seeing their growth, improvement, and confidence.","Seeing their growth, improvement, and confidence.",True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_122,"Their growth, improvement, and confidence.","growth, improvement, and confidence",False,0.25,0.0,False,0.0,0.0,0.0,0
conv-43_qa_123,fantasy,Cannot answer,False,1.0,0.0,False,1.0,0.0,0.0,1
conv-43_qa_124,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_125,"""Turn on the light - happiness hides in the darkest of times.""","""Turn on the light - happiness hides in the darkest of times.""",True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_126,motivational quotes and strategies,motivational quotes and strategies,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_127,Cooking,cooking,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_128,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_129,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_13,Reads books.,Reads books.,True,0.4,0.4,True,0.0,0.0,0.0,0
conv-43_qa_130,got stuck on a plot twist,got stuck on a plot twist,True,0.9090909091,0.909091,True,0.0,0.0,0.0,0
conv-43_qa_131,a basketball signed by his favorite player,a basketball signed by his favorite player,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_132,Tim finds LeBron inspiring for his never-give-up attitude and epic block; John a,Tim finds LeBron inspiring because of his never-give-up attitude and a Finals bl,False,0.2352941176,0.307692,False,0.0,0.0,0.0,0
conv-43_qa_133,spectacular,spectacular,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_134,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_135,Cannot answer,writing and reading,False,0.0,0.285714,False,0.0,0.0,1.0,0
conv-43_qa_136,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_137,"He tried writing a story based on his experiences in the UK, but it didn't go th","He tried writing a story based on his experiences in the UK, but it didn't go th",True,0.6206896552,0.62069,True,0.0,0.0,0.0,0
conv-43_qa_138,He stayed focused on his recovery and worked hard to strengthen his body.,He stayed focused on his recovery and worked hard to strengthen his body.,True,0.9166666667,0.916667,True,0.0,0.0,0.0,0
conv-43_qa_139,Remembering why he loves what he does.,"When things get tough, it's so important to remember why we love what we do.",False,0.0,0.095238,False,0.0,0.0,0.0,0
conv-43_qa_14,Tim writes articles about fantasy novels.,Articles about fantasy novels.,False,0.2142857143,0.230769,False,0.0,0.0,0.0,0
conv-43_qa_140,He worked hard to get better.,He worked hard to get better.,True,0.6666666667,0.666667,True,0.0,0.0,0.0,0
conv-43_qa_141,The Alchemist,The Alchemist,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_142,It made him think again about following dreams and searching for our own persona,It made him think again about following dreams and searching for his own persona,False,0.8888888889,0.814815,False,0.0,0.0,0.0,0
conv-43_qa_143,yoga,yoga,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_144,30-60 seconds,30-60 seconds,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_145,near his hometown,a forest near my hometown,False,1.0,0.571429,False,1.0,0.0,0.0,0
conv-43_qa_146,an instrument,an instrument,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_147,Violin,Violin,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_148,Cannot answer,About four months,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-43_qa_149,A Dance with Dragons,A Dance with Dragons,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_15,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_150,A Dance with Dragons,A Dance with Dragons,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_151,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_152,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_153,practicing basketball outside for hours,Practicing basketball outside for hours.,False,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_154,Electric,electric,False,0.5,0.5,True,0.0,0.0,0.0,0
conv-43_qa_155,relief,It was a huge success.,False,0.0,1.0,False,0.0,1.0,0.0,0
conv-43_qa_156,Cannot answer,amazing deal with a renowned outdoor gear company,False,0.0,0.923077,False,0.0,0.0,1.0,0
conv-43_qa_157,A gorgeous forest.,A gorgeous forest,False,0.8,0.8,True,0.0,0.0,0.0,0
conv-43_qa_158,communication and bonding,communication and bonding,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_159,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_16,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_160,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_161,youth sports,youth sports,True,0.4444444444,0.444444,True,0.0,0.0,0.0,0
conv-43_qa_162,The Wheel of Time,The Wheel of Time,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_163,German,German,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_164,Cannot answer,French,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-43_qa_165,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_166,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_167,Aragorn,Aragorn,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_168,"Aragorn's brave, selfless, down-to-earth attitude inspired him.","Aragorn's brave, selfless, down-to-earth attitude inspired him.",True,0.75,0.75,True,0.0,0.0,0.0,0
conv-43_qa_169,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_17,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_170,a leader,Cannot answer,False,0.6666666667,0.0,False,0.0,0.0,0.0,1
conv-43_qa_171,A map of Middle-earth from LOTR,A map of Middle-earth from LOTR,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_172,Ireland,Ireland,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_173,Galway,Galway,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_174,Cannot answer,benefit basketball game,False,0.0,1.0,False,0.0,1.0,1.0,0
conv-43_qa_175,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_176,It felt crazy.,It felt crazy.,True,0.25,0.25,True,0.0,0.0,0.0,0
conv-43_qa_177,Barcelona,Barcelona,True,1.0,1.0,True,1.0,1.0,0.0,0
conv-43_qa_18,Patrick Rothfuss,Patrick Rothfuss,True,0.2352941176,0.235294,True,0.0,0.0,0.0,0
conv-43_qa_19,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_2,jerseys,jerseys,True,0.3333333333,0.333333,True,0.0,0.0,0.0,0
conv-43_qa_20,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_21,"New York City, Seattle, Chicago","New York City, Seattle, Chicago",True,0.8888888889,0.888889,True,0.0,0.0,0.0,0
conv-43_qa_22,15th,15th,True,0.0,0.0,True,0.0,0.0,0.0,0
conv-43_qa_23,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_24,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_25,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_26,The Wheel of Time,The Wheel of Time,True,0.8571428571,0.857143,True,0.0,0.0,0.0,0
conv-43_qa_27,"25 minutes on, then 5 minutes off","25 minutes on, then 5 minutes off",True,0.0,0.0,True,0.0,0.0,0.0,0
conv-43_qa_28,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_29,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_3,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_30,"New York City, Seattle, Chicago","New York City, Seattle, Chicago",True,0.7272727273,0.727273,True,0.0,0.0,0.0,0
conv-43_qa_31,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_32,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_33,Cannot answer,next month,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-43_qa_34,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_35,"Camping, hiking.","Camping, hiking.",True,0.5,0.5,True,0.0,0.0,0.0,0
conv-43_qa_36,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_37,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_38,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_39,Cannot answer,2023,False,0.0,0.0,True,0.0,0.0,1.0,0
conv-43_qa_4,The Name of the Wind,Cannot answer,False,0.3,0.0,False,0.0,0.0,0.0,1
conv-43_qa_40,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_41,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_42,honey garlic chicken with roasted veg,honey garlic chicken with roasted veg,True,0.7058823529,0.705882,True,0.0,0.0,0.0,0
conv-43_qa_43,"His work ethic, dedication, determination, and heart.","His work ethic, dedication, determination, heart, skills, and leadership.",False,0.6153846154,0.8,False,0.0,0.0,0.0,0
conv-43_qa_44,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_45,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_46,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
conv-43_qa_47,Cannot answer,Cannot answer,True,0.0,0.0,True,0.0,0.0,1.0,1
