memory_id,raw_text,enriched_text,has_kg,n_triples,entities,relations,temporal_flag
conv-41_session_9_D9:5,I bet! What are your plans for the future?,I bet! What are your plans for the future?,0,0,,,0
conv-41_session_9_D9:6,Thanks! I'm considering going into policymaking because of my degree and my passion for making a positive impact. There are many opportunities to make improvements.,"Thanks! I'm considering going into policymaking because of my degree and my passion for making a positive impact. There are many opportunities to make improvements.
Entities: consider, john
Relations: consider
Triples: (john, consider, consider)

Keywords: consider, considering, degree, going, impact, improvements, into, john, make, making, many, opportunities, passion, policymaking, positive, thanks",1,1,"consider, john",consider,0
conv-41_session_9_D9:7,"Sounds great, John! That seems perfect for you with your passion and dedication. Are there any specific areas you're particularly interested in?","Sounds great, John! That seems perfect for you with your passion and dedication. Are there any specific areas you're particularly interested in?
Entities: maria, policymake
Relations: policymake
Triples: (maria, policymake, policymake)

Keywords: any, areas, dedication, great, interested, john, maria, particularly, passion, perfect, policymake, seems, sounds, specific",1,1,"maria, policymake",policymake,0
conv-41_session_9_D9:8,"Thanks, Maria! Improving education and infrastructure is particularly interesting to me. It's important for our community.","Thanks, Maria! Improving education and infrastructure is particularly interesting to me. It's important for our community.
Entities: education, infrastructure, john
Relations: improve
Triples: (john, improve, education_and_infrastructure)

Keywords: community, education, important, improving, infrastructure, interesting, john, maria, particularly, thanks",1,1,"education, infrastructure, john",improve,0
conv-41_session_9_D9:9,"Yeah, I remember you mentioning those areas. How have your experiences in the community meeting and involvement shaped your views on them?","Yeah, I remember you mentioning those areas. How have your experiences in the community meeting and involvement shaped your views on them?
Entities: maria, remember
Relations: remember
Triples: (maria, remember, remember)

Keywords: areas, community, experiences, involvement, maria, meeting, mentioning, remember, shaped, views, yeah",1,1,"maria, remember",remember,0
conv-42_session_10_D10:1,"Hey Nate, how's it going? I took your reccomendation and watched ""The Lord of the Rings"" Trilogy last night! It was awesome!","Hey Nate, how's it going? I took your reccomendation and watched ""The Lord of the Rings"" Trilogy last night! It was awesome!
Entities: based, joanna, lord, rings, trilogy
Relations: watch
Triples: (joanna, watch, the_lord_of_the_rings_'_trilogy_based)

Keywords: awesome, based, going, hey, joanna, last, lord, nate, night, reccomendation, rings, took, trilogy, watched",1,1,"based, joanna, lord, rings, trilogy",watch,0
conv-42_session_10_D10:10,That looks really good! I love the way the frosting turned out!,That looks really good! I love the way the frosting turned out!,0,0,,,0
conv-42_session_10_D10:11,"Thanks! It's dairy-free vanilla with strawberry filling and coconut cream frosting. I gotta say, I really like your coconut reccomendation you gave a while back!","Thanks! It's dairy-free vanilla with strawberry filling and coconut cream frosting. I gotta say, I really like your coconut reccomendation you gave a while back!
Entities: fill, joanna, nate
Relations: fill, recommend
Triples: (joanna, fill, fill); (nate, recommend, to_joanna)

Keywords: back, coconut, cream, dairy, fill, filling, free, frosting, gave, gotta, joanna, like, nate, really, reccomendation, say, strawberry, thanks, vanilla",1,2,"fill, joanna, nate","fill, recommend",0
conv-42_session_10_D10:12,"Wow, Joanna, that looks amazing! I bet it tastes great - you're so talented at making dairy-free desserts!","Wow, Joanna, that looks amazing! I bet it tastes great - you're so talented at making dairy-free desserts!",0,0,,,0
conv-42_session_10_D10:13,"Thanks Nate! I really appreciate it. I love experimenting in the kitchen, coming up with something tasty. Cooking and baking are my creative outlets. Especially when I'm snackin' dairy-free, trying to make the desserts just as delicious - it's a rewarding challenge! Seeing the smiles on everyone's faces when they try it - it's a total win!","Thanks Nate! I really appreciate it. I love experimenting in the kitchen, coming up with something tasty. Cooking and baking are my creative outlets. Especially when I'm snackin' dairy-free, trying to make the desserts just as delicious - it's a rewarding challenge! Seeing the smiles on everyone's faces when they try it - it's a total win!
Entities: enjoy, joanna
Relations: enjoy
Triples: (joanna, enjoy, enjoy)

Keywords: appreciate, baking, challenge, coming, cooking, creative, dairy, delicious, desserts, enjoy, especially, everyone, experimenting, faces, free, joanna, kitchen, love, make, nate",1,1,"enjoy, joanna",enjoy,0
conv-42_session_10_D10:14,"That's great, Joanna! It must be so rewarding to see everyone enjoying your creations. Keep up the good work!","That's great, Joanna! It must be so rewarding to see everyone enjoying your creations. Keep up the good work!",0,0,,,0
conv-42_session_10_D10:15,"Thanks, Nate! Appreciate all the help. Gonna keep trying new things. See ya later!","Thanks, Nate! Appreciate all the help. Gonna keep trying new things. See ya later!",0,0,,,0
conv-42_session_10_D10:16,Bye!,Bye!,0,0,,,0
conv-42_session_10_D10:2,"Glad to hear you enjoyed it! It's probably the greatest trilogy of all time! As for me, life's been ok, just taking care of this.","Glad to hear you enjoyed it! It's probably the greatest trilogy of all time! As for me, life's been ok, just taking care of this.
Entities: believe, nate
Relations: believe
Triples: (nate, believe, believe)

Keywords: believe, care, enjoyed, glad, greatest, hear, life, nate, ok, probably, taking, time, trilogy",1,1,"believe, nate",believe,0
conv-42_session_10_D10:3,"Wow, Nate! I'm proud of what you did. Your gaming room looks great - have you been gaming a lot recently?","Wow, Nate! I'm proud of what you did. Your gaming room looks great - have you been gaming a lot recently?",0,0,,,0
conv-42_session_10_D10:4,Gaming has been my focus - practicing a lot and even winning a few tournaments. Last week I won my second tournament!,"Gaming has been my focus - practicing a lot and even winning a few tournaments. Last week I won my second tournament!
Entities: lot, nate
Relations: practice
Triples: (nate, practice, a_lot_and)

Keywords: even, focus, gaming, last, lot, nate, practicing, second, tournament, tournaments, week, winning",1,1,"lot, nate",practice,0
conv-42_session_10_D10:5,"Wow, congrats! What game were you playing?","Wow, congrats! What game were you playing?",0,0,,,0
conv-42_session_10_D10:6,"Thanks! I usually play CS:GO, but I tried my hand at the local Street Fighter tournament this time since I play that game a lot with my friends, and turns out I'm really good!","Thanks! I usually play CS:GO, but I tried my hand at the local Street Fighter tournament this time since I play that game a lot with my friends, and turns out I'm really good!
Entities: cs, go, local, nate, participated, street
Relations: play
Triples: (nate, play, cs_go_but_participated_in_a_local_street)

Keywords: cs, fighter, friends, game, go, good, hand, local, lot, nate, participated, play, really, since, street, thanks, time, tournament, tried, turns",1,1,"cs, go, local, nate, participated, street",play,0
conv-42_session_10_D10:7,Nice! That must have been a surprise. How did it feel to finally win one?,Nice! That must have been a surprise. How did it feel to finally win one?,0,0,,,0
conv-42_session_10_D10:8,"It was super awesome! So much adrenaline went into that last match, and the other finalist even shook my hand! Enough about me though, how about you? What have you been up to?","It was super awesome! So much adrenaline went into that last match, and the other finalist even shook my hand! Enough about me though, how about you? What have you been up to?",0,0,,,0
conv-42_session_10_D10:9,Not much is new other than the screenplay. Been working on some projects and testing out dairy-free dessert recipes for friends and fam. Here's a pic of a cake I made recently!,"Not much is new other than the screenplay. Been working on some projects and testing out dairy-free dessert recipes for friends and fam. Here's a pic of a cake I made recently!
Entities: joanna, projects
Relations: work
Triples: (joanna, work, on_some_projects)

Keywords: cake, dairy, dessert, fam, free, friends, joanna, made, much, new, pic, projects, recently, recipes, screenplay, testing, working",1,1,"joanna, projects",work,0
conv-42_session_11_D11:1,Hey Nate! Great to hear from you! Quite a week since we last talked - something awesome happened to me!,Hey Nate! Great to hear from you! Quite a week since we last talked - something awesome happened to me!,0,0,,,0
conv-42_session_11_D11:10,That's great. Glad you found a spot that calms you down - nature sure can be a break from the craziness.,"That's great. Glad you found a spot that calms you down - nature sure can be a break from the craziness.
Entities: acknowledge, nate
Relations: acknowledge
Triples: (nate, acknowledge, acknowledge)

Keywords: acknowledge, break, calms, craziness, found, glad, great, nate, nature, spot, sure",1,1,"acknowledge, nate",acknowledge,0
conv-42_session_11_D11:11,Nature totally inspires me and it's so calming to be surrounded by its beauty. Hiking has opened up a whole new world for me and I feel like a different person now.,"Nature totally inspires me and it's so calming to be surrounded by its beauty. Hiking has opened up a whole new world for me and I feel like a different person now.
Entities: inspire, joanna, new, whole, world
Relations: inspire, open
Triples: (joanna, open, a_whole_new_world); (joanna, inspire, inspire)

Keywords: beauty, calming, different, feel, hiking, inspire, inspires, joanna, like, nature, new, opened, person, surrounded, totally, whole, world",1,2,"inspire, joanna, new, whole, world","inspire, open",0
conv-42_session_11_D11:12,"Wow, Jo, that's really cool! It's great to have something that gets those creative juices flowing.","Wow, Jo, that's really cool! It's great to have something that gets those creative juices flowing.",0,0,,,0
conv-42_session_11_D11:13,I always feel like I could write a whole movie when I'm out there in cool places like that!,"I always feel like I could write a whole movie when I'm out there in cool places like that!
Entities: joanna, movie, whole
Relations: write
Triples: (joanna, write, a_whole_movie)

Keywords: always, cool, feel, joanna, like, movie, places, whole, write",1,1,"joanna, movie, whole",write,0
conv-42_session_11_D11:14,Wow! That's really cool that it inspires you that much! For me I just get deep in thought and think about my life or new recipes.,"Wow! That's really cool that it inspires you that much! For me I just get deep in thought and think about my life or new recipes.
Entities: nate, thought
Relations: get
Triples: (nate, get, in_thought)

Keywords: cool, deep, get, inspires, life, much, nate, new, really, recipes, think, thought, wow",1,1,"nate, thought",get,0
conv-42_session_11_D11:15,"I think about my life too sometimes when I'm out and about, but there was something special about these trails that made me feel like writing a drama.","I think about my life too sometimes when I'm out and about, but there was something special about these trails that made me feel like writing a drama.
Entities: inspire, joanna
Relations: inspire
Triples: (joanna, inspire, inspire)

Keywords: drama, feel, inspire, joanna, life, like, made, something, sometimes, special, think, trails, writing",1,1,"inspire, joanna",inspire,0
conv-42_session_11_D11:16,"Hey, we should go together sometime, don't you think? Maybe I'll start to think of a drama myself and publish my own screenplay.","Hey, we should go together sometime, don't you think? Maybe I'll start to think of a drama myself and publish my own screenplay.
Entities: go, nate
Relations: go
Triples: (nate, go, go)

Keywords: drama, go, hey, maybe, nate, publish, screenplay, sometime, start, think, together",1,1,"go, nate",go,0
conv-42_session_11_D11:17,"Haha, now that would be something! Sure, you should come down and join me on the trails sometime!","Haha, now that would be something! Sure, you should come down and join me on the trails sometime!",0,0,,,0
conv-42_session_11_D11:18,Sounds like a plan! Thanks for the invite Joanna!,Sounds like a plan! Thanks for the invite Joanna!,0,0,,,0
conv-42_session_11_D11:19,Sure thing Nate! See you later!,Sure thing Nate! See you later!,0,0,,,0
conv-42_session_11_D11:2,Hey Jo! Great hearing from you! What happened?,Hey Jo! Great hearing from you! What happened?,0,0,,,0
conv-42_session_11_D11:20,See ya!,See ya!,0,0,,,0
conv-42_session_11_D11:3,I went hiking and found some more amazing trails in my town. It was such an awesome experience! I think I am an expert hiker now.,"I went hiking and found some more amazing trails in my town. It was such an awesome experience! I think I am an expert hiker now.
Entities: enjoy, joanna
Relations: enjoy
Triples: (joanna, enjoy, enjoy)

Keywords: amazing, awesome, enjoy, experience, expert, found, hiker, hiking, joanna, think, town, trails, went",1,1,"enjoy, joanna",enjoy,0
conv-42_session_11_D11:4,"Sounds great, Jo! Happy you had an awesome experience. Did you happen to take any photos of it?","Sounds great, Jo! Happy you had an awesome experience. Did you happen to take any photos of it?
Entities: nate, take
Relations: take
Triples: (nate, take, take)

Keywords: any, awesome, experience, great, happen, happy, jo, nate, photos, sounds, take",1,1,"nate, take",take,0
conv-42_session_11_D11:5,"Yeah, I did! Loved this spot on the hike. The rush of the water was so soothing.","Yeah, I did! Loved this spot on the hike. The rush of the water was so soothing.",0,0,,,0
conv-42_session_11_D11:6,"Wow, looks great! Where did you take this picture? I love the dark sky and green scenery.","Wow, looks great! Where did you take this picture? I love the dark sky and green scenery.
Entities: beauty, calm, nate, nature
Relations: appreciate
Triples: (nate, appreciate, the_calm_and_beauty_of_the_nature)

Keywords: beauty, calm, dark, great, green, looks, love, nate, nature, picture, scenery, sky, take, wow",1,1,"beauty, calm, nate, nature",appreciate,0
conv-42_session_11_D11:7,Thanks! I took this photo at a beautiful location called Whispering Falls. It was really peaceful and serene.,"Thanks! I took this photo at a beautiful location called Whispering Falls. It was really peaceful and serene.
Entities: joanna, photo
Relations: take
Triples: (joanna, take, a_photo)

Keywords: beautiful, called, falls, joanna, location, peaceful, photo, really, serene, thanks, took, whispering",1,1,"joanna, photo",take,0
conv-42_session_11_D11:8,I wish I could have been there! Your hikes sound like a blast.,I wish I could have been there! Your hikes sound like a blast.,0,0,,,0
conv-42_session_11_D11:9,"It was awesome, Nate. The sound of that place and the beauty of nature made me so calm and peaceful. Everything else faded away and all that mattered was the present.","It was awesome, Nate. The sound of that place and the beauty of nature made me so calm and peaceful. Everything else faded away and all that mattered was the present.
Entities: joanna, nature
Relations: feel
Triples: (joanna, feel, in_nature)

Keywords: away, awesome, beauty, calm, else, everything, faded, joanna, made, mattered, nate, nature, peaceful, place, present, sound",1,1,"joanna, nature",feel,0
conv-42_session_12_D12:1,Hey Joanna! How've you been? Been a busy week since we talked.,Hey Joanna! How've you been? Been a busy week since we talked.,0,0,,,0
conv-42_session_12_D12:10,Writing and creative projects are what get me through tough times. I'm also grateful for my supportive friends.,"Writing and creative projects are what get me through tough times. I'm also grateful for my supportive friends.
Entities: comfort, joanna
Relations: find
Triples: (joanna, find, comfort)

Keywords: comfort, creative, friends, get, grateful, joanna, projects, supportive, times, tough, writing",1,1,"comfort, joanna",find,0
conv-42_session_12_D12:11,"Wow, that's awesome! Those both can definitely be therapeutic. It's great to have such positive relationships that make such a great impact.","Wow, that's awesome! Those both can definitely be therapeutic. It's great to have such positive relationships that make such a great impact.
Entities: joanna, nate, project, writing
Relations: memory
Triples: (nate, has_memory, Nate_Joanna_writing_project)

Keywords: awesome, definitely, great, impact, joanna, make, nate, positive, project, relationships, therapeutic, wow, writing",1,1,"joanna, nate, project, writing",memory,0
conv-42_session_12_D12:12,"Yeah. It's so nice to have friends who understand and appreciate my work - it's priceless being able to talk about it together and receive feedback. Here's a look at what I've been working on – it's been quite a journey, but I made it!","Yeah. It's so nice to have friends who understand and appreciate my work - it's priceless being able to talk about it together and receive feedback. Here's a look at what I've been working on – it's been quite a journey, but I made it!
Entities: joanna, work
Relations: appreciate
Triples: (joanna, appreciate, her_work)

Keywords: able, appreciate, feedback, friends, joanna, journey, look, made, nice, priceless, quite, receive, talk, together, understand, work, working, yeah",1,1,"joanna, work",appreciate,0
conv-42_session_12_D12:13,"Wow, that looks great Joanna! Is that your third one?","Wow, that looks great Joanna! Is that your third one?",0,0,,,0
conv-42_session_12_D12:14,"Yep! I chose to write about this because it's really personal. It's about loss, identity, and connection. It's a story I've had for ages but just got the guts to write it. It was hard, but I'm so proud of it.","Yep! I chose to write about this because it's really personal. It's about loss, identity, and connection. It's a story I've had for ages but just got the guts to write it. It was hard, but I'm so proud of it.
Entities: joanna, least, personal, stories, three
Relations: write
Triples: (joanna, write, at_least_three_personal_stories)

Keywords: ages, chose, connection, got, guts, hard, identity, joanna, least, loss, personal, proud, really, stories, story, three, write, yep",1,1,"joanna, least, personal, stories, three",write,0
conv-42_session_12_D12:15,That sounds impressive. You really do like writing about sadness and loss don't you.,"That sounds impressive. You really do like writing about sadness and loss don't you.
Entities: acknowledge, nate
Relations: acknowledge
Triples: (nate, acknowledge, acknowledge)

Keywords: acknowledge, impressive, like, loss, nate, really, sadness, sounds, writing",1,1,"acknowledge, nate",acknowledge,0
conv-42_session_12_D12:16,"Thanks, Nate! Yeah I really do. I had to be vulnerable and dig deep into those topics. But I think meaningful stories come from personal experiences and feelings. It was scary, but I found that I write best when I'm being true to myself - even if it's hard.","Thanks, Nate! Yeah I really do. I had to be vulnerable and dig deep into those topics. But I think meaningful stories come from personal experiences and feelings. It was scary, but I found that I write best when I'm being true to myself - even if it's hard.
Entities: experiences, feelings, joanna, personal
Relations: stem
Triples: (joanna, stem, from_personal_experiences_and_feelings)

Keywords: best, come, deep, dig, even, experiences, feelings, found, hard, into, joanna, meaningful, nate, personal, really, scary, stories, thanks, think, topics",1,1,"experiences, feelings, joanna, personal",stem,0
conv-42_session_12_D12:17,"Well done, Joanna! It takes guts to explore your experiences and feelings. I'm proud of you for staying strong and being true to yourself. Keep it up!","Well done, Joanna! It takes guts to explore your experiences and feelings. I'm proud of you for staying strong and being true to yourself. Keep it up!
Entities: nate
Relations: stay
Triples: (nate, stay, to_herself)

Keywords: done, experiences, explore, feelings, guts, joanna, keep, nate, proud, staying, strong, takes, true, well",1,1,nate,stay,0
conv-42_session_12_D12:18,"Thanks, Nate! Your support really means a lot. Knowing I've got people like you cheering me on makes this journey way easier.","Thanks, Nate! Your support really means a lot. Knowing I've got people like you cheering me on makes this journey way easier.
Entities: joanna, nate, support
Relations: value
Triples: (joanna, value, nate_'s_support)

Keywords: cheering, easier, got, joanna, journey, knowing, like, lot, makes, means, nate, people, really, support, thanks, way",1,1,"joanna, nate, support",value,0
conv-42_session_12_D12:19,"No worries, Joanna! Keep going and reach for your dreams. You've got tons of talent and potential!","No worries, Joanna! Keep going and reach for your dreams. You've got tons of talent and potential!
Entities: joanna, nate
Relations: support
Triples: (nate, support, joanna)

Keywords: dreams, going, got, joanna, keep, nate, potential, reach, talent, tons, worries",1,1,"joanna, nate",support,0
conv-42_session_12_D12:2,Hey Nate! Just finished something - pretty wild journey!,Hey Nate! Just finished something - pretty wild journey!,0,0,,,0
conv-42_session_12_D12:3,"Way to go! I just got a new addition to the family, this is Max!","Way to go! I just got a new addition to the family, this is Max!
Entities: adopt, nate
Relations: adopt
Triples: (nate, adopt, adopt)

Keywords: addition, adopt, family, go, got, max, nate, new, way",1,1,"adopt, nate",adopt,0
conv-42_session_12_D12:4,"Wow, he's adorable! How long have you had him? I can see why you're thrilled!","Wow, he's adorable! How long have you had him? I can see why you're thrilled!",0,0,,,0
conv-42_session_12_D12:5,"Thanks! It's awesome - he's adopted and so full of energy, and he's filling my life with so much joy. He's even keeping my other pets active.","Thanks! It's awesome - he's adopted and so full of energy, and he's filling my life with so much joy. He's even keeping my other pets active.",0,0,,,0
conv-42_session_12_D12:6,Pets sure do make life better! Glad Max is bringing you lots of joy.,Pets sure do make life better! Glad Max is bringing you lots of joy.,0,0,,,0
conv-42_session_12_D12:7,"Yep, totally! Pets make us so much happier and never let us down. Have you thought any more of getting one of your own?","Yep, totally! Pets make us so much happier and never let us down. Have you thought any more of getting one of your own?
Entities: happiness, joy, nate
Relations: bring
Triples: (nate, bring, happiness_and_joy)

Keywords: any, getting, happier, happiness, joy, let, make, much, nate, never, one, pets, thought, totally, us, yep",1,1,"happiness, joy, nate",bring,0
conv-42_session_12_D12:8,"Unfortunately, allergies make it so I don't really want to get any, and I'm too lazy to research alternative pets for my allergies.","Unfortunately, allergies make it so I don't really want to get any, and I'm too lazy to research alternative pets for my allergies.",0,0,,,0
conv-42_session_12_D12:9,"Aww, that's unfortunate. It's nice seeing the joy pets bring to others, though. How do you find comfort when you don't have any?","Aww, that's unfortunate. It's nice seeing the joy pets bring to others, though. How do you find comfort when you don't have any?",0,0,,,0
conv-42_session_13_D13:1,"Hey Jo! Been ages since we last talked. Here's something cool that happened the other day - I took Max for a walk and ran into this super nice couple who had a dog. It turns out they live close by. We decided to do doggy playdates, which is awesome considering we all need friends for our pets.","Hey Jo! Been ages since we last talked. Here's something cool that happened the other day - I took Max for a walk and ran into this super nice couple who had a dog. It turns out they live close by. We decided to do doggy playdates, which is awesome considering we all need friends for our pets.
Entities: couple, max, nate, nice, super
Relations: meet, name
Triples: (nate, name, max); (nate, meet, a_super_nice_couple)

Keywords: ages, awesome, close, considering, cool, couple, day, decided, dog, doggy, friends, happened, hey, into, jo, last, live, max, nate, need",1,2,"couple, max, nate, nice, super","meet, name",0
conv-42_session_13_D13:10,Awww! It's so cute! I love the thought Nate!,Awww! It's so cute! I love the thought Nate!,0,0,,,0
conv-42_session_13_D13:11,Thanks! It's a stuffed animal to remind you of the good vibes.,Thanks! It's a stuffed animal to remind you of the good vibes.,0,0,,,0
conv-42_session_13_D13:12,That's so sweet! I'll cherish that little guy with all my heart!,"That's so sweet! I'll cherish that little guy with all my heart!
Entities: animal, joanna, stuffed
Relations: cherish
Triples: (joanna, cherish, the_stuffed_animal)

Keywords: animal, cherish, guy, heart, joanna, little, stuffed, sweet",1,1,"animal, joanna, stuffed",cherish,0
conv-42_session_13_D13:13,Yeah! It's like having joy in your pocket. It always makes me grin when I look at it.,Yeah! It's like having joy in your pocket. It always makes me grin when I look at it.,0,0,,,0
conv-42_session_13_D13:14,"That's great, Nate! Appreciate the small joys like that cute stuffed animal. It's a nice reminder!","That's great, Nate! Appreciate the small joys like that cute stuffed animal. It's a nice reminder!",0,0,,,0
conv-42_session_13_D13:15,"Agreed, those little things sure do make life better!","Agreed, those little things sure do make life better!
Entities: little, nate, things
Relations: appreciate
Triples: (nate, appreciate, the_little_things)

Keywords: agreed, better, life, little, make, nate, sure, things",1,1,"little, nate, things",appreciate,0
conv-42_session_13_D13:16,I'll always remember those moments that bring us happiness and remind us that life is great!,"I'll always remember those moments that bring us happiness and remind us that life is great!
Entities: bring, happiness, joanna, moments, remind
Relations: value
Triples: (joanna, value, the_moments_that_bring_happiness_and_remind_her)

Keywords: always, bring, great, happiness, joanna, life, moments, remember, remind, us",1,1,"bring, happiness, joanna, moments, remind",value,0
conv-42_session_13_D13:17,"Sure, Joanna! It's all about finding those little things and cherishing them, otherwise it's easy to get down!","Sure, Joanna! It's all about finding those little things and cherishing them, otherwise it's easy to get down!",0,0,,,0
conv-42_session_13_D13:18,Thinking back to the tough times finishing my screenplay made me realize it's those moments that bring joy and make the journey worth it.,"Thinking back to the tough times finishing my screenplay made me realize it's those moments that bring joy and make the journey worth it.
Entities: joanna, times, tough
Relations: reflect
Triples: (joanna, reflect, on_the_tough_times)

Keywords: back, bring, finishing, joanna, journey, joy, made, make, moments, realize, screenplay, thinking, times, tough, worth",1,1,"joanna, times, tough",reflect,0
conv-42_session_13_D13:19,"Yeah, those little moments make it all worth it, especially during tough times. Enjoying the ride is key.","Yeah, those little moments make it all worth it, especially during tough times. Enjoying the ride is key.",0,0,,,0
conv-42_session_13_D13:2,Hey Nate! Great to hear from you. Sounds like a nice encounter on your walk. Connecting with others who have pets can be uplifting and rewarding.,Hey Nate! Great to hear from you. Sounds like a nice encounter on your walk. Connecting with others who have pets can be uplifting and rewarding.,0,0,,,0
conv-42_session_13_D13:20,Appreciating the journey and being aware of those happy moments can be a game-changer! It keeps us focused on our dreams. Can't wait to show it to you. I value your opinion!,"Appreciating the journey and being aware of those happy moments can be a game-changer! It keeps us focused on our dreams. Can't wait to show it to you. I value your opinion!
Entities: joanna, nate, opinion
Relations: value
Triples: (joanna, value, nate_'s_opinion)

Keywords: appreciating, aware, changer, dreams, focused, game, happy, joanna, journey, keeps, moments, nate, opinion, show, us, value, wait",1,1,"joanna, nate, opinion",value,0
conv-42_session_13_D13:21,"Can't wait to see it, Joanna! I'm here to support you.","Can't wait to see it, Joanna! I'm here to support you.
Entities: nate, screenplay, support
Relations: express
Triples: (nate, express, his_support_for_her_screenplay)

Keywords: joanna, nate, screenplay, see, support, wait",1,1,"nate, screenplay, support",express,0
conv-42_session_13_D13:22,"Thanks, Nate! Your support is greatly appreciated. I'll make sure to keep you updated.","Thanks, Nate! Your support is greatly appreciated. I'll make sure to keep you updated.
Entities: joanna, nate, support
Relations: appreciate
Triples: (joanna, appreciate, nate_'s_support)

Keywords: appreciated, greatly, joanna, keep, make, nate, support, sure, thanks, updated",1,1,"joanna, nate, support",appreciate,0
conv-42_session_13_D13:23,No worries! You've got this. Keep it up!,No worries! You've got this. Keep it up!,0,0,,,0
conv-42_session_13_D13:3,It's like fate. Having a walking buddy forMax will be great. He really likes the other dog too!,It's like fate. Having a walking buddy forMax will be great. He really likes the other dog too!,0,0,,,0
conv-42_session_13_D13:4,Awesome! Did you get to know the couple very well? What were they like?,Awesome! Did you get to know the couple very well? What were they like?,0,0,,,0
conv-42_session_13_D13:5,"They actually didn't share a whole lot in common with me besides the love of animals, but I think that was all we needed to share in common to be good friends!","They actually didn't share a whole lot in common with me besides the love of animals, but I think that was all we needed to share in common to be good friends!",0,0,,,0
conv-42_session_13_D13:6,"That's really cool that you can just go out and meet people like that, keep it up Nate!","That's really cool that you can just go out and meet people like that, keep it up Nate!",0,0,,,0
conv-42_session_13_D13:7,Thanks! I just really enjoy watching our pets play with one another. Its like a dream come true seeing my dog so happy.,"Thanks! I just really enjoy watching our pets play with one another. Its like a dream come true seeing my dog so happy.
Entities: enjoy, nate
Relations: enjoy
Triples: (nate, enjoy, enjoy)

Keywords: another, come, dog, dream, enjoy, happy, like, nate, one, pets, play, really, seeing, thanks, true, watching",1,1,"enjoy, nate",enjoy,0
conv-42_session_13_D13:8,I can see why having a peaceful presence around could help relieve stress. Having someone or something to come home to for a sense of calm would be helpful for relaxation.,"I can see why having a peaceful presence around could help relieve stress. Having someone or something to come home to for a sense of calm would be helpful for relaxation.
Entities: calm, helpful, joanna, relaxation, sense
Relations: come
Triples: (joanna, come, for_a_sense_of_calm_helpful_for_relaxation)

Keywords: around, calm, come, help, helpful, home, joanna, peaceful, presence, relaxation, relieve, see, sense, someone, something, stress",1,1,"calm, helpful, joanna, relaxation, sense",come,0
conv-42_session_13_D13:9,"Yep, Joanna. It's great! Looky here, I got this new pup for you!","Yep, Joanna. It's great! Looky here, I got this new pup for you!
Entities: animal, nate, stuffed
Relations: gift
Triples: (nate, gift, a_stuffed_animal)

Keywords: animal, got, great, joanna, looky, nate, new, pup, stuffed, yep",1,1,"animal, nate, stuffed",gift,0
conv-42_session_14_D14:1,"Nate, after finishing my screenplay I got a rejection letter from a major company. It really bummed me out.","Nate, after finishing my screenplay I got a rejection letter from a major company. It really bummed me out.
Entities: joanna, screenplay
Relations: finish
Triples: (joanna, finish, a_screenplay)

Keywords: bummed, company, finishing, got, joanna, letter, major, nate, really, rejection, screenplay",1,1,"joanna, screenplay",finish,0
conv-42_session_14_D14:10,"Thanks, Joanna! Winning was a huge confidence boost and shows my hard work paid off. I'm really happy with my progress.","Thanks, Joanna! Winning was a huge confidence boost and shows my hard work paid off. I'm really happy with my progress.",0,0,,,0
conv-42_session_14_D14:11,I am as well! It's great to hear from you about your tournaments throughout the years!,I am as well! It's great to hear from you about your tournaments throughout the years!,0,0,,,0
conv-42_session_14_D14:12,Thanks! I has been a while since my first tournament hasn't it? I appreciate your support!,Thanks! I has been a while since my first tournament hasn't it? I appreciate your support!,0,0,,,0
conv-42_session_14_D14:13,Anytime Nate! I'm here for you every step of the way.,Anytime Nate! I'm here for you every step of the way.,0,0,,,0
conv-42_session_14_D14:14,"I talked to some of the guys at the tournament afterwards, and they said they wanted to hang out later!","I talked to some of the guys at the tournament afterwards, and they said they wanted to hang out later!",0,0,,,0
conv-42_session_14_D14:15,Sounds like fun! It's good to have friends that share your interests!,Sounds like fun! It's good to have friends that share your interests!,0,0,,,0
conv-42_session_14_D14:16,"For sure! They asked for some tips in how to improve their game, so I said I could help.","For sure! They asked for some tips in how to improve their game, so I said I could help.",0,0,,,0
conv-42_session_14_D14:17,Good on you for helping strangers out! Stepping outside your comfort zone is always great.,Good on you for helping strangers out! Stepping outside your comfort zone is always great.,0,0,,,0
conv-42_session_14_D14:18,"Thanks, I just like helping people. Do you have any plans for the weekend?","Thanks, I just like helping people. Do you have any plans for the weekend?",0,0,,,0
conv-42_session_14_D14:19,"Yep, I'm hiking with some buddies this weekend. We're checking out a new trail with a rad waterfall. Can't wait! Do you have any fun plans?","Yep, I'm hiking with some buddies this weekend. We're checking out a new trail with a rad waterfall. Can't wait! Do you have any fun plans?
Entities: joanna, plan
Relations: plan
Triples: (joanna, plan, plan)

Keywords: any, buddies, checking, fun, hiking, joanna, new, plan, plans, rad, trail, wait, waterfall, weekend, yep",1,1,"joanna, plan",plan,0
conv-42_session_14_D14:2,"Sorry to hear that, Joanna. Rejection stinks, but it doesn't mean you're not talented. Don't give up on your dreams!","Sorry to hear that, Joanna. Rejection stinks, but it doesn't mean you're not talented. Don't give up on your dreams!",0,0,,,0
