query_id,category,method,conversation,csv_candidates,cass_candidates,neo4j_candidates,candidate_match,top10_exact_match_cass,top10_exact_match_neo4j,csv_top10,cass_top10,neo4j_top10
conv-26_qa_72,2,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_17_D17:3;conv-26_session_4_D4:5;conv-26_session_8_D8:37;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_17_D17:3;conv-26_session_4_D4:5;conv-26_session_8_D8:37;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_17_D17:3;conv-26_session_4_D4:5;conv-26_session_8_D8:37;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12
conv-26_qa_73,2,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:5;conv-26_session_12_D12:13,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:5;conv-26_session_12_D12:13,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:5;conv-26_session_12_D12:13
conv-26_qa_74,2,BM25,conv-26,419,419,419,True,True,True,conv-26_session_10_D10:23;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_18_D18:12;conv-26_session_18_D18:22;conv-26_session_18_D18:4;conv-26_session_19_D19:1;conv-26_session_19_D19:3;conv-26_session_19_D19:9;conv-26_session_4_D4:3,conv-26_session_10_D10:23;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_18_D18:12;conv-26_session_18_D18:22;conv-26_session_18_D18:4;conv-26_session_19_D19:1;conv-26_session_19_D19:3;conv-26_session_19_D19:9;conv-26_session_4_D4:3,conv-26_session_10_D10:23;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_18_D18:12;conv-26_session_18_D18:22;conv-26_session_18_D18:4;conv-26_session_19_D19:1;conv-26_session_19_D19:3;conv-26_session_19_D19:9;conv-26_session_4_D4:3
conv-26_qa_75,1,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:15;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:13;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3;conv-26_session_13_D13:1,conv-26_session_13_D13:15;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:13;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3;conv-26_session_13_D13:1,conv-26_session_13_D13:15;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:13;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3;conv-26_session_13_D13:1
conv-26_qa_76,1,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:5;conv-26_session_12_D12:1,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:5;conv-26_session_12_D12:1,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:5;conv-26_session_12_D12:1
conv-26_qa_77,3,BM25,conv-26,419,419,419,True,True,True,conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3;conv-26_session_13_D13:1;conv-26_session_13_D13:15;conv-26_session_13_D13:17,conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3;conv-26_session_13_D13:1;conv-26_session_13_D13:15;conv-26_session_13_D13:17,conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3;conv-26_session_13_D13:1;conv-26_session_13_D13:15;conv-26_session_13_D13:17
conv-26_qa_78,1,BM25,conv-26,419,419,419,True,True,True,conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3;conv-26_session_13_D13:1;conv-26_session_13_D13:15;conv-26_session_13_D13:17,conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3;conv-26_session_13_D13:1;conv-26_session_13_D13:15;conv-26_session_13_D13:17,conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_12_D12:13;conv-26_session_12_D12:3;conv-26_session_13_D13:1;conv-26_session_13_D13:15;conv-26_session_13_D13:17
conv-26_qa_79,2,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_15_D15:4;conv-26_session_18_D18:17;conv-26_session_19_D19:2;conv-26_session_1_D1:4;conv-26_session_2_D2:13;conv-26_session_8_D8:22;conv-26_session_10_D10:15;conv-26_session_10_D10:2,conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_15_D15:4;conv-26_session_18_D18:17;conv-26_session_19_D19:2;conv-26_session_1_D1:4;conv-26_session_2_D2:13;conv-26_session_8_D8:22;conv-26_session_10_D10:15;conv-26_session_10_D10:2,conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_15_D15:4;conv-26_session_18_D18:17;conv-26_session_19_D19:2;conv-26_session_1_D1:4;conv-26_session_2_D2:13;conv-26_session_8_D8:22;conv-26_session_10_D10:15;conv-26_session_10_D10:2
conv-26_qa_8,2,BM25,conv-26,419,419,419,True,True,True,conv-26_session_15_D15:4;conv-26_session_18_D18:17;conv-26_session_1_D1:4;conv-26_session_8_D8:22;conv-26_session_10_D10:15;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8,conv-26_session_15_D15:4;conv-26_session_18_D18:17;conv-26_session_1_D1:4;conv-26_session_8_D8:22;conv-26_session_10_D10:15;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8,conv-26_session_15_D15:4;conv-26_session_18_D18:17;conv-26_session_1_D1:4;conv-26_session_8_D8:22;conv-26_session_10_D10:15;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8
conv-26_qa_80,2,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:5;conv-26_session_12_D12:13,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:5;conv-26_session_12_D12:13,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16;conv-26_session_11_D11:5;conv-26_session_12_D12:13
conv-26_qa_81,3,BM25,conv-26,419,419,419,True,True,True,conv-26_session_19_D19:4;conv-26_session_10_D10:4;conv-26_session_12_D12:2;conv-26_session_19_D19:5;conv-26_session_1_D1:18;conv-26_session_3_D3:10;conv-26_session_3_D3:13;conv-26_session_4_D4:3;conv-26_session_10_D10:2;conv-26_session_10_D10:24,conv-26_session_19_D19:4;conv-26_session_10_D10:4;conv-26_session_12_D12:2;conv-26_session_19_D19:5;conv-26_session_1_D1:18;conv-26_session_3_D3:10;conv-26_session_3_D3:13;conv-26_session_4_D4:3;conv-26_session_10_D10:2;conv-26_session_10_D10:24,conv-26_session_19_D19:4;conv-26_session_10_D10:4;conv-26_session_12_D12:2;conv-26_session_19_D19:5;conv-26_session_1_D1:18;conv-26_session_3_D3:10;conv-26_session_3_D3:13;conv-26_session_4_D4:3;conv-26_session_10_D10:2;conv-26_session_10_D10:24
conv-26_qa_82,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_2_D2:2;conv-26_session_2_D2:1;conv-26_session_10_D10:15;conv-26_session_11_D11:5;conv-26_session_13_D13:1;conv-26_session_13_D13:8;conv-26_session_14_D14:22;conv-26_session_14_D14:28;conv-26_session_14_D14:3;conv-26_session_14_D14:30,conv-26_session_2_D2:2;conv-26_session_2_D2:1;conv-26_session_10_D10:15;conv-26_session_11_D11:5;conv-26_session_13_D13:1;conv-26_session_13_D13:8;conv-26_session_14_D14:22;conv-26_session_14_D14:28;conv-26_session_14_D14:3;conv-26_session_14_D14:30,conv-26_session_2_D2:2;conv-26_session_2_D2:1;conv-26_session_10_D10:15;conv-26_session_11_D11:5;conv-26_session_13_D13:1;conv-26_session_13_D13:8;conv-26_session_14_D14:22;conv-26_session_14_D14:28;conv-26_session_14_D14:3;conv-26_session_14_D14:30
conv-26_qa_83,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_2_D2:1;conv-26_session_2_D2:2;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_2_D2:1;conv-26_session_2_D2:2;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16,conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_2_D2:1;conv-26_session_2_D2:2;conv-26_session_10_D10:1;conv-26_session_10_D10:15;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_11_D11:12;conv-26_session_11_D11:16
conv-26_qa_84,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_2_D2:4;conv-26_session_11_D11:13;conv-26_session_11_D11:12;conv-26_session_13_D13:15;conv-26_session_16_D16:13;conv-26_session_2_D2:3;conv-26_session_4_D4:5;conv-26_session_7_D7:25;conv-26_session_10_D10:1;conv-26_session_10_D10:23,conv-26_session_2_D2:4;conv-26_session_11_D11:13;conv-26_session_11_D11:12;conv-26_session_13_D13:15;conv-26_session_16_D16:13;conv-26_session_2_D2:3;conv-26_session_4_D4:5;conv-26_session_7_D7:25;conv-26_session_10_D10:1;conv-26_session_10_D10:23,conv-26_session_2_D2:4;conv-26_session_11_D11:13;conv-26_session_11_D11:12;conv-26_session_13_D13:15;conv-26_session_16_D16:13;conv-26_session_2_D2:3;conv-26_session_4_D4:5;conv-26_session_7_D7:25;conv-26_session_10_D10:1;conv-26_session_10_D10:23
conv-26_qa_85,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_2_D2:7;conv-26_session_11_D11:1;conv-26_session_16_D16:2;conv-26_session_10_D10:11;conv-26_session_10_D10:12;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8,conv-26_session_2_D2:7;conv-26_session_11_D11:1;conv-26_session_16_D16:2;conv-26_session_10_D10:11;conv-26_session_10_D10:12;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8,conv-26_session_2_D2:7;conv-26_session_11_D11:1;conv-26_session_16_D16:2;conv-26_session_10_D10:11;conv-26_session_10_D10:12;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8
conv-26_qa_86,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_2_D2:13;conv-26_session_10_D10:5;conv-26_session_11_D11:13;conv-26_session_12_D12:2;conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_13_D13:2;conv-26_session_17_D17:22;conv-26_session_17_D17:7;conv-26_session_18_D18:11,conv-26_session_2_D2:13;conv-26_session_10_D10:5;conv-26_session_11_D11:13;conv-26_session_12_D12:2;conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_13_D13:2;conv-26_session_17_D17:22;conv-26_session_17_D17:7;conv-26_session_18_D18:11,conv-26_session_2_D2:13;conv-26_session_10_D10:5;conv-26_session_11_D11:13;conv-26_session_12_D12:2;conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_13_D13:2;conv-26_session_17_D17:22;conv-26_session_17_D17:7;conv-26_session_18_D18:11
conv-26_qa_87,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_15_D15:4;conv-26_session_17_D17:7;conv-26_session_18_D18:17;conv-26_session_19_D19:1;conv-26_session_19_D19:2;conv-26_session_19_D19:3;conv-26_session_1_D1:4;conv-26_session_2_D2:13,conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_15_D15:4;conv-26_session_17_D17:7;conv-26_session_18_D18:17;conv-26_session_19_D19:1;conv-26_session_19_D19:2;conv-26_session_19_D19:3;conv-26_session_1_D1:4;conv-26_session_2_D2:13,conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_15_D15:4;conv-26_session_17_D17:7;conv-26_session_18_D18:17;conv-26_session_19_D19:1;conv-26_session_19_D19:2;conv-26_session_19_D19:3;conv-26_session_1_D1:4;conv-26_session_2_D2:13
conv-26_qa_88,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_2_D2:13;conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_16_D16:4;conv-26_session_17_D17:3;conv-26_session_17_D17:7;conv-26_session_19_D19:1;conv-26_session_19_D19:2;conv-26_session_2_D2:17;conv-26_session_2_D2:7,conv-26_session_2_D2:13;conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_16_D16:4;conv-26_session_17_D17:3;conv-26_session_17_D17:7;conv-26_session_19_D19:1;conv-26_session_19_D19:2;conv-26_session_2_D2:17;conv-26_session_2_D2:7,conv-26_session_2_D2:13;conv-26_session_13_D13:1;conv-26_session_13_D13:16;conv-26_session_16_D16:4;conv-26_session_17_D17:3;conv-26_session_17_D17:7;conv-26_session_19_D19:1;conv-26_session_19_D19:2;conv-26_session_2_D2:17;conv-26_session_2_D2:7
conv-26_qa_89,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_13_D13:1;conv-26_session_11_D11:13;conv-26_session_13_D13:15;conv-26_session_13_D13:2;conv-26_session_14_D14:2;conv-26_session_17_D17:22;conv-26_session_17_D17:3;conv-26_session_2_D2:1;conv-26_session_4_D4:6;conv-26_session_8_D8:10,conv-26_session_13_D13:1;conv-26_session_11_D11:13;conv-26_session_13_D13:15;conv-26_session_13_D13:2;conv-26_session_14_D14:2;conv-26_session_17_D17:22;conv-26_session_17_D17:3;conv-26_session_2_D2:1;conv-26_session_4_D4:6;conv-26_session_8_D8:10,conv-26_session_13_D13:1;conv-26_session_11_D11:13;conv-26_session_13_D13:15;conv-26_session_13_D13:2;conv-26_session_14_D14:2;conv-26_session_17_D17:22;conv-26_session_17_D17:3;conv-26_session_2_D2:1;conv-26_session_4_D4:6;conv-26_session_8_D8:10
conv-26_qa_9,2,BM25,conv-26,419,419,419,True,True,True,conv-26_session_15_D15:4;conv-26_session_16_D16:5;conv-26_session_3_D3:11;conv-26_session_10_D10:24;conv-26_session_18_D18:17;conv-26_session_18_D18:5;conv-26_session_19_D19:2;conv-26_session_19_D19:4;conv-26_session_19_D19:9;conv-26_session_1_D1:4,conv-26_session_15_D15:4;conv-26_session_16_D16:5;conv-26_session_3_D3:11;conv-26_session_10_D10:24;conv-26_session_18_D18:17;conv-26_session_18_D18:5;conv-26_session_19_D19:2;conv-26_session_19_D19:4;conv-26_session_19_D19:9;conv-26_session_1_D1:4,conv-26_session_15_D15:4;conv-26_session_16_D16:5;conv-26_session_3_D3:11;conv-26_session_10_D10:24;conv-26_session_18_D18:17;conv-26_session_18_D18:5;conv-26_session_19_D19:2;conv-26_session_19_D19:4;conv-26_session_19_D19:9;conv-26_session_1_D1:4
conv-26_qa_90,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_16_D16:1;conv-26_session_17_D17:1;conv-26_session_19_D19:7;conv-26_session_3_D3:15;conv-26_session_6_D6:1;conv-26_session_10_D10:13;conv-26_session_10_D10:17;conv-26_session_10_D10:19;conv-26_session_10_D10:21;conv-26_session_10_D10:3,conv-26_session_16_D16:1;conv-26_session_17_D17:1;conv-26_session_19_D19:7;conv-26_session_3_D3:15;conv-26_session_6_D6:1;conv-26_session_10_D10:13;conv-26_session_10_D10:17;conv-26_session_10_D10:19;conv-26_session_10_D10:21;conv-26_session_10_D10:3,conv-26_session_16_D16:1;conv-26_session_17_D17:1;conv-26_session_19_D19:7;conv-26_session_3_D3:15;conv-26_session_6_D6:1;conv-26_session_10_D10:13;conv-26_session_10_D10:17;conv-26_session_10_D10:19;conv-26_session_10_D10:21;conv-26_session_10_D10:3
conv-26_qa_91,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_11_D11:13;conv-26_session_13_D13:2;conv-26_session_17_D17:22;conv-26_session_4_D4:2;conv-26_session_4_D4:4;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8,conv-26_session_11_D11:13;conv-26_session_13_D13:2;conv-26_session_17_D17:22;conv-26_session_4_D4:2;conv-26_session_4_D4:4;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8,conv-26_session_11_D11:13;conv-26_session_13_D13:2;conv-26_session_17_D17:22;conv-26_session_4_D4:2;conv-26_session_4_D4:4;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8
conv-26_qa_92,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_4_D4:3;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11;conv-26_session_11_D11:13;conv-26_session_11_D11:15,conv-26_session_4_D4:3;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11;conv-26_session_11_D11:13;conv-26_session_11_D11:15,conv-26_session_4_D4:3;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11;conv-26_session_11_D11:13;conv-26_session_11_D11:15
conv-26_qa_93,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_4_D4:3;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11;conv-26_session_11_D11:13;conv-26_session_11_D11:15,conv-26_session_4_D4:3;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11;conv-26_session_11_D11:13;conv-26_session_11_D11:15,conv-26_session_4_D4:3;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11;conv-26_session_11_D11:13;conv-26_session_11_D11:15
conv-26_qa_94,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_4_D4:5;conv-26_session_14_D14:7;conv-26_session_16_D16:13;conv-26_session_4_D4:3;conv-26_session_9_D9:16;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_10_D10:7;conv-26_session_11_D11:12,conv-26_session_4_D4:5;conv-26_session_14_D14:7;conv-26_session_16_D16:13;conv-26_session_4_D4:3;conv-26_session_9_D9:16;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_10_D10:7;conv-26_session_11_D11:12,conv-26_session_4_D4:5;conv-26_session_14_D14:7;conv-26_session_16_D16:13;conv-26_session_4_D4:3;conv-26_session_9_D9:16;conv-26_session_10_D10:1;conv-26_session_10_D10:23;conv-26_session_10_D10:5;conv-26_session_10_D10:7;conv-26_session_11_D11:12
conv-26_qa_95,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_10_D10:12;conv-26_session_10_D10:23;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_18_D18:12;conv-26_session_18_D18:22;conv-26_session_18_D18:4;conv-26_session_19_D19:1;conv-26_session_19_D19:3;conv-26_session_19_D19:9,conv-26_session_10_D10:12;conv-26_session_10_D10:23;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_18_D18:12;conv-26_session_18_D18:22;conv-26_session_18_D18:4;conv-26_session_19_D19:1;conv-26_session_19_D19:3;conv-26_session_19_D19:9,conv-26_session_10_D10:12;conv-26_session_10_D10:23;conv-26_session_13_D13:1;conv-26_session_14_D14:3;conv-26_session_18_D18:12;conv-26_session_18_D18:22;conv-26_session_18_D18:4;conv-26_session_19_D19:1;conv-26_session_19_D19:3;conv-26_session_19_D19:9
conv-26_qa_96,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_4_D4:12;conv-26_session_7_D7:7;conv-26_session_1_D1:11;conv-26_session_2_D2:1;conv-26_session_4_D4:11;conv-26_session_4_D4:13;conv-26_session_4_D4:15;conv-26_session_5_D5:3;conv-26_session_6_D6:3;conv-26_session_7_D7:24,conv-26_session_4_D4:12;conv-26_session_7_D7:7;conv-26_session_1_D1:11;conv-26_session_2_D2:1;conv-26_session_4_D4:11;conv-26_session_4_D4:13;conv-26_session_4_D4:15;conv-26_session_5_D5:3;conv-26_session_6_D6:3;conv-26_session_7_D7:24,conv-26_session_4_D4:12;conv-26_session_7_D7:7;conv-26_session_1_D1:11;conv-26_session_2_D2:1;conv-26_session_4_D4:11;conv-26_session_4_D4:13;conv-26_session_4_D4:15;conv-26_session_5_D5:3;conv-26_session_6_D6:3;conv-26_session_7_D7:24
conv-26_qa_97,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_10_D10:8;conv-26_session_13_D13:8;conv-26_session_14_D14:30;conv-26_session_15_D15:4;conv-26_session_17_D17:8;conv-26_session_18_D18:17;conv-26_session_1_D1:4;conv-26_session_8_D8:2;conv-26_session_8_D8:22;conv-26_session_10_D10:15,conv-26_session_10_D10:8;conv-26_session_13_D13:8;conv-26_session_14_D14:30;conv-26_session_15_D15:4;conv-26_session_17_D17:8;conv-26_session_18_D18:17;conv-26_session_1_D1:4;conv-26_session_8_D8:2;conv-26_session_8_D8:22;conv-26_session_10_D10:15,conv-26_session_10_D10:8;conv-26_session_13_D13:8;conv-26_session_14_D14:30;conv-26_session_15_D15:4;conv-26_session_17_D17:8;conv-26_session_18_D18:17;conv-26_session_1_D1:4;conv-26_session_8_D8:2;conv-26_session_8_D8:22;conv-26_session_10_D10:15
conv-26_qa_98,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_4_D4:13;conv-26_session_10_D10:3;conv-26_session_10_D10:5;conv-26_session_11_D11:6;conv-26_session_11_D11:8;conv-26_session_12_D12:1;conv-26_session_13_D13:15;conv-26_session_14_D14:33;conv-26_session_14_D14:34;conv-26_session_14_D14:35,conv-26_session_4_D4:13;conv-26_session_10_D10:3;conv-26_session_10_D10:5;conv-26_session_11_D11:6;conv-26_session_11_D11:8;conv-26_session_12_D12:1;conv-26_session_13_D13:15;conv-26_session_14_D14:33;conv-26_session_14_D14:34;conv-26_session_14_D14:35,conv-26_session_4_D4:13;conv-26_session_10_D10:3;conv-26_session_10_D10:5;conv-26_session_11_D11:6;conv-26_session_11_D11:8;conv-26_session_12_D12:1;conv-26_session_13_D13:15;conv-26_session_14_D14:33;conv-26_session_14_D14:34;conv-26_session_14_D14:35
conv-26_qa_99,4,BM25,conv-26,419,419,419,True,True,True,conv-26_session_4_D4:14;conv-26_session_5_D5:3;conv-26_session_7_D7:8;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11,conv-26_session_4_D4:14;conv-26_session_5_D5:3;conv-26_session_7_D7:8;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11,conv-26_session_4_D4:14;conv-26_session_5_D5:3;conv-26_session_7_D7:8;conv-26_session_10_D10:2;conv-26_session_10_D10:24;conv-26_session_10_D10:4;conv-26_session_10_D10:6;conv-26_session_10_D10:8;conv-26_session_11_D11:1;conv-26_session_11_D11:11
