graph_id,src_id,src_type,relation,dst_id,dst_type,confidence,source,evidence
conv-42,joanna,person,revise,recipes,entity,1.0,locomo_observation_spacy,D20:4
conv-42,joanna,person,experiment,experiment,entity,1.0,locomo_observation_spacy,D20:6
conv-42,joanna,person,try,dairy_free_options_like_coconut_or,entity,1.0,locomo_observation_spacy,D20:10
conv-42,joanna,person,work,for_everyone_s_diets_including_dairy,entity,1.0,locomo_observation_spacy,D20:10
conv-42,joanna,person,enjoy,the_company_of_a_fellow_chef,entity,1.0,locomo_observation_spacy,D20:14
conv-42,joanna,person,has_memory,Joanna_tip_dairy_baking,entity,1.0,locomo_observation_spacy,D20:14
conv-42,joanna,person,crash,last_week,entity,1.0,locomo_observation_spacy,D21:1
conv-42,joanna,person,use,an_external_drive,entity,1.0,locomo_observation_spacy,D21:3
conv-42,joanna,person,make,a_delicious_dessert_with_almond_milk,entity,1.0,locomo_observation_spacy,D21:9
conv-42,joanna,person,has_memory,Joanna_dairy_treat_chocolate_raspberry,entity,1.0,locomo_observation_spacy,D21:11
conv-42,joanna,person,use,almond_flour_coconut_oil_chocolate_and,entity,1.0,locomo_observation_spacy,D21:13
conv-42,joanna,person,enjoy,enjoy,entity,1.0,locomo_observation_spacy,D21:17
conv-42,nate,person,teach,vegan_ice_cream_recipes_on_his,entity,1.0,locomo_observation_spacy,D21:4
conv-42,nate,person,has_memory,Nate_dish_cooking_show_coconut,entity,1.0,locomo_observation_spacy,D21:6
conv-42,nate,person,taste,like_the_real_thing,entity,1.0,locomo_observation_spacy,D21:10
conv-42,nate,person,try,joanna_s_dairy_free_chocolate_cake,entity,1.0,locomo_observation_spacy,D21:12
conv-42,nate,person,express,interest_in_joanna_s_dairy_free,entity,1.0,locomo_observation_spacy,D21:18
conv-42,joanna,person,try,her_newest_dairy_free_recipe,entity,1.0,locomo_observation_spacy,D22:1
conv-42,joanna,person,finish,finish,entity,1.0,locomo_observation_spacy,D22:9
conv-42,joanna,person,make,a_cute_little_bookmark,entity,1.0,locomo_observation_spacy,D22:19
conv-42,joanna,person,love,diys,entity,1.0,locomo_observation_spacy,D22:21
conv-42,nate,person,win,a_really_big_video_game_tournament,entity,1.0,locomo_observation_spacy,D22:2
conv-42,nate,person,watch,little_women,entity,1.0,locomo_observation_spacy,D22:8
conv-42,nate,person,encourage,her,entity,1.0,locomo_observation_spacy,D22:14
conv-42,nate,person,believe,believe,entity,1.0,locomo_observation_spacy,D22:18
conv-42,nate,person,attend,a_game_convention,entity,1.0,locomo_observation_spacy,D23:1
conv-42,nate,person,plan,a_gaming_session,entity,1.0,locomo_observation_spacy,D23:3
conv-42,nate,person,join,join,entity,1.0,locomo_observation_spacy,D23:5
conv-42,nate,person,play,the_game_catan,entity,1.0,locomo_observation_spacy,D23:7
conv-42,nate,person,see,playing_games,entity,1.0,locomo_observation_spacy,D23:11
conv-42,nate,person,play,the_game_cyberpunk_2077_nonstop,entity,1.0,locomo_observation_spacy,D23:17
conv-42,joanna,person,encourage,nate,entity,1.0,locomo_observation_spacy,D23:2
conv-42,joanna,person,appreciate,appreciate,entity,1.0,locomo_observation_spacy,D23:6
conv-42,joanna,person,has_memory,Joanna_Nate_game_movie_engage,entity,1.0,locomo_observation_spacy,D23:16
conv-42,joanna,person,watch,a_classic_movie,entity,1.0,locomo_observation_spacy,D23:18
conv-42,joanna,person,enjoy,enjoy,entity,1.0,locomo_observation_spacy,D23:26
conv-42,nate,person,stress,stress,entity,1.0,locomo_observation_spacy,D24:3
conv-42,nate,person,cheer,him,entity,1.0,locomo_observation_spacy,D24:3
conv-42,nate,person,practice,for_video_game_tournaments,entity,1.0,locomo_observation_spacy,D24:11
conv-42,joanna,person,revise,revise,entity,1.0,locomo_observation_spacy,D24:2
conv-42,joanna,person,stuff,stuff,entity,1.0,locomo_observation_spacy,D24:4
conv-42,joanna,person,name,name,entity,1.0,locomo_observation_spacy,D24:6
conv-42,joanna,person,face,a_setback_another_rejection_from_a,entity,1.0,locomo_observation_spacy,D24:12
conv-42,joanna,person,remain,remain,entity,1.0,locomo_observation_spacy,D24:14
conv-42,nate,person,take,his_turtles,entity,1.0,locomo_observation_spacy,D25:15
conv-42,nate,person,include,vegetables_fruits_and_insects,entity,1.0,locomo_observation_spacy,D25:19
conv-42,nate,person,see,see,entity,1.0,locomo_observation_spacy,D25:21
conv-42,nate,person,have,different_personalities,entity,1.0,locomo_observation_spacy,D25:25
conv-42,nate,person,like,turtles,entity,1.0,locomo_observation_spacy,D25:27
conv-42,joanna,person,contribute,contribute,entity,1.0,locomo_observation_spacy,D25:2
conv-42,joanna,person,see,her_script_on_the_big_screen,entity,1.0,locomo_observation_spacy,D25:2
conv-42,joanna,person,write,write,entity,1.0,locomo_observation_spacy,D25:4
conv-42,joanna,person,create,visuals_of_her_characters,entity,1.0,locomo_observation_spacy,D25:8
conv-42,joanna,person,see,see,entity,1.0,locomo_observation_spacy,D25:10
conv-42,joanna,person,use,as_a_tool,entity,1.0,locomo_observation_spacy,D25:10
conv-42,joanna,person,see,see,entity,1.0,locomo_observation_spacy,D25:10
conv-42,joanna,person,set,meetings_with_movie_producers,entity,1.0,locomo_observation_spacy,D26:1
conv-42,joanna,person,discuss,her_script_and_vision_with_producers,entity,1.0,locomo_observation_spacy,D26:3
conv-42,joanna,person,find,old_notebooks,entity,1.0,locomo_observation_spacy,D26:5
conv-42,joanna,person,include,a_story_about_a_brave_little,entity,1.0,locomo_observation_spacy,D26:7
conv-42,joanna,person,work,on_a_challenging_but_fulfilling_project,entity,1.0,locomo_observation_spacy,D26:11
conv-42,joanna,person,has_memory,Joanna_Nate_support_encouragement,entity,1.0,locomo_observation_spacy,D26:5
conv-42,joanna,person,agree,agree,entity,1.0,locomo_observation_spacy,D26:19
conv-42,joanna,person,try,try,entity,1.0,locomo_observation_spacy,D26:22
conv-42,nate,person,mention,mention,entity,1.0,locomo_observation_spacy,D26:4
conv-42,nate,person,reset,their_high_scores,entity,1.0,locomo_observation_spacy,D26:12
conv-42,nate,person,use,his_gaming_skills,entity,1.0,locomo_observation_spacy,D26:14
conv-42,nate,person,invite,joanna,entity,1.0,locomo_observation_spacy,D26:16
conv-42,nate,person,game,game,entity,1.0,locomo_observation_spacy,D26:13
conv-42,nate,person,come,come,entity,1.0,locomo_observation_spacy,D26:19
conv-42,nate,person,win,a_big_valorant_tournament,entity,1.0,locomo_observation_spacy,D27:1
conv-42,nate,person,prepare,for_other_tournaments,entity,1.0,locomo_observation_spacy,D27:3
conv-42,nate,person,own,turtles_that_bring_joy_and_calmness,entity,1.0,locomo_observation_spacy,D27:9
conv-42,nate,person,upgrade,some_equipment,entity,1.0,locomo_observation_spacy,D27:15
conv-42,nate,person,has_memory,nate_practice_compete_computer_gaming,entity,1.0,locomo_observation_spacy,D27:17
conv-42,nate,person,play,a_fantasy_rpg_called_xenoblade_chronicles,entity,1.0,locomo_observation_spacy,D27:23
conv-42,joanna,person,finish,a_presentation_for_producers_last_friday,entity,1.0,locomo_observation_spacy,D27:2
conv-42,joanna,person,write,a_movie_script_a_love_story,entity,1.0,locomo_observation_spacy,D27:6
conv-42,joanna,person,submit,a_few_scripts,entity,1.0,locomo_observation_spacy,D27:12
conv-42,joanna,person,find,happiness_and_fulfillment,entity,1.0,locomo_observation_spacy,D27:10
conv-42,joanna,person,incorporate,memories_and_childhood_experiences,entity,1.0,locomo_observation_spacy,D27:30
conv-42,nate,person,push,push,entity,1.0,locomo_observation_spacy,D28:1
conv-42,nate,person,make,it,entity,1.0,locomo_observation_spacy,D28:3
conv-42,nate,person,consider,consider,entity,1.0,locomo_observation_spacy,D28:5
conv-42,nate,person,create,gaming_content_for_youtube,entity,1.0,locomo_observation_spacy,D28:13
conv-42,nate,person,enjoy,enjoy,entity,1.0,locomo_observation_spacy,D28:25
conv-42,joanna,person,work,on_a_script,entity,1.0,locomo_observation_spacy,D28:8
conv-42,joanna,person,work,on_a_new_project_a_suspenseful,entity,1.0,locomo_observation_spacy,D28:12
conv-42,joanna,person,encourage,nate,entity,1.0,locomo_observation_spacy,D28:18
conv-42,joanna,person,take,a_beautiful_sunset_picture,entity,1.0,locomo_observation_spacy,D28:22
conv-42,joanna,person,express,interest,entity,1.0,locomo_observation_spacy,D28:28
conv-42,joanna,person,film,her_own_movie_based_on_a,entity,1.0,locomo_observation_spacy,D29:1
conv-42,joanna,person,give,joanna_chills,entity,1.0,locomo_observation_spacy,D29:5
conv-42,joanna,person,show,her_vision,entity,1.0,locomo_observation_spacy,D29:3
conv-42,nate,person,take,his_turtles,entity,1.0,locomo_observation_spacy,D29:6
conv-42,nate,person,require,require,entity,1.0,locomo_observation_spacy,D29:8
conv-42,nate,person,experiment,with_flavors,entity,1.0,locomo_observation_spacy,D29:10
conv-42,nate,person,has_event,Global_Offensive_team,entity,1.0,locomo_event_summary,D1:7
conv-42,joanna,person,finish,finish,entity,1.0,locomo_event_summary,D2:7
conv-42,nate,person,start,start,entity,1.0,locomo_event_summary,D2:16
conv-42,joanna,person,send,the_first_screenplay_she_wrote_on,entity,1.0,locomo_event_summary,D3:1
conv-42,nate,person,discover,discover,entity,1.0,locomo_event_summary,D3:4
conv-42,joanna,person,start,start,entity,1.0,locomo_event_summary,D4:12
conv-42,nate,person,gift,his_friend_a_homemade_ice_cream,entity,1.0,locomo_event_summary,D4:1
conv-42,joanna,person,finish,finish,entity,1.0,locomo_event_summary,D5:2
conv-42,nate,person,take,his_two_pet_turtles,entity,1.0,locomo_event_summary,D5:1
conv-42,joanna,person,go,go,entity,1.0,locomo_event_summary,D6:2
conv-42,nate,person,participate,in_another_counter_strike_tournament,entity,1.0,locomo_event_summary,D6:2
conv-42,nate,person,dye,dye,entity,1.0,locomo_event_summary,D7:1
conv-42,joanna,person,go,on_a_hike_in_her_hometown,entity,1.0,locomo_event_summary,D8:1
conv-42,joanna,person,discover,a_new_hiking_trail,entity,1.0,locomo_event_summary,D8:4
conv-42,joanna,person,read,a_lot_of_books,entity,1.0,locomo_event_summary,D8:1
conv-42,joanna,person,join,a_local_writers_group,entity,1.0,locomo_event_summary,D9:1
conv-42,joanna,person,start,start,entity,1.0,locomo_event_summary,D9:3
conv-42,nate,person,gear,for_a_local_street_fighter_tournament,entity,1.0,locomo_event_summary,D9:1
conv-42,joanna,person,watch,the_lord_of_the_rings_trilogy,entity,1.0,locomo_event_summary,D10:1
conv-42,joanna,person,fill,coconut_cream,entity,1.0,locomo_event_summary,D10:11
conv-42,nate,person,win,the_local_street_fighter_tournament_which,entity,1.0,locomo_event_summary,D10:6
conv-42,joanna,person,discover,discover,entity,1.0,locomo_event_summary,D11:3
conv-42,joanna,person,call,the_whispering_falls,entity,1.0,locomo_event_summary,D11:5
conv-42,joanna,person,start,start,entity,1.0,locomo_event_summary,D12:14
conv-42,nate,person,adopt,a_new_dog_named_max,entity,1.0,locomo_event_summary,D12:3
conv-42,nate,person,find,a_companion_for_max_among_his,entity,1.0,locomo_event_summary,D13:1
conv-42,nate,person,stuff,stuff,entity,1.0,locomo_event_summary,D13:2
conv-42,joanna,person,receive,a_generic_rejection_letter,entity,1.0,locomo_event_summary,D14:1
conv-42,joanna,person,explore,a_new_hiking_trail,entity,1.0,locomo_event_summary,D14:19
conv-42,joanna,person,finish,finish,entity,1.0,locomo_event_summary,D14:1
conv-42,nate,person,win,another_regional_video_game_tournament,entity,1.0,locomo_event_summary,D14:8
conv-42,nate,person,plan,plan,entity,1.0,locomo_event_summary,D14:8
conv-42,nate,person,attend,the_gaming_party_he_plans_on,entity,1.0,locomo_event_summary,D14:9
conv-42,joanna,person,inspire,inspire,entity,1.0,locomo_event_summary,D15:1
conv-42,joanna,person,submit,her_third_screenplay_on_loss_identity,entity,1.0,locomo_event_summary,D16:1
conv-42,nate,person,make,vegan_ice_cream_and_shares_with,entity,1.0,locomo_event_summary,D16:8
conv-42,joanna,person,take,a_road_trip_to_a_small,entity,1.0,locomo_event_summary,D17:2
conv-42,joanna,person,start,start,entity,1.0,locomo_event_summary,D17:4
conv-42,nate,person,win,his_fourth_video_game_tournament,entity,1.0,locomo_event_summary,D17:1
conv-42,joanna,person,remind,remind,entity,1.0,locomo_event_summary,D18:5
conv-42,nate,person,start,start,entity,1.0,locomo_event_summary,D18:9
conv-42,joanna,person,share,her_new_book,entity,1.0,locomo_event_summary,D19:6
conv-42,joanna,person,celebrate,celebrate,entity,1.0,locomo_event_summary,D19:6
conv-42,joanna,person,plan,plan,entity,1.0,locomo_event_summary,D19:14
conv-42,nate,person,enter,enter,entity,1.0,locomo_event_summary,D19:1
conv-42,nate,person,get,a_new_tank,entity,1.0,locomo_event_summary,D19:2
conv-42,nate,person,plan,plan,entity,1.0,locomo_event_summary,D19:4
conv-42,joanna,person,revise,her_dairy_free_recipe_for_chocolate,entity,1.0,locomo_event_summary,D20:10
conv-42,nate,person,face,a_setback,entity,1.0,locomo_event_summary,D20:1
conv-42,joanna,person,lose,her_work,entity,1.0,locomo_event_summary,D21:1
conv-42,nate,person,host,a_cooking_show,entity,1.0,locomo_event_summary,D21:4
conv-42,joanna,person,cook,her_new_dairy_free_recipe_for,entity,1.0,locomo_event_summary,D22:1
conv-42,joanna,person,finish,finish,entity,1.0,locomo_event_summary,D22:2
conv-42,joanna,person,make,a_cute_book_mark,entity,1.0,locomo_event_summary,D22:9
conv-42,nate,person,win,another_video_game_tournament,entity,1.0,locomo_event_summary,D22:2
conv-42,joanna,person,watch,a_classic_movie_that_she_rates,entity,1.0,locomo_event_summary,D23:24
conv-42,nate,person,visit,a_game_convention,entity,1.0,locomo_event_summary,D23:1
conv-42,nate,person,plan,a_gaming_session_with_people_he,entity,1.0,locomo_event_summary,D23:3
conv-42,nate,person,watch,the_movie_inception,entity,1.0,locomo_event_summary,D23:17
conv-42,nate,person,play,the_game,entity,1.0,locomo_event_summary,D23:17
conv-42,joanna,person,perfect,her_dairy_free_dessert_recipe_of,entity,1.0,locomo_event_summary,D24:2
conv-42,joanna,person,receive,a_rejection_from_a_production_company,entity,1.0,locomo_event_summary,D24:12
conv-42,joanna,person,base,on_a_second_script_that_joanna,entity,1.0,locomo_event_summary,D25:2
conv-42,nate,person,take,his_two_turtles,entity,1.0,locomo_event_summary,D25:2
conv-42,joanna,person,schedule,several_meetings_with_movie_producers,entity,1.0,locomo_event_summary,D26:2
conv-42,nate,person,meet,at_the_international_video_game_tournament,entity,1.0,locomo_event_summary,D26:4
conv-42,joanna,person,prepare,a_presentation_for_her_movie_script,entity,1.0,locomo_event_summary,D27:6
conv-42,joanna,person,start,start,entity,1.0,locomo_event_summary,D27:6
conv-42,nate,person,win,a_valorant_video_game_tournament,entity,1.0,locomo_event_summary,D27:1
conv-42,nate,person,upgrade,his_gaming_equipment_at_home,entity,1.0,locomo_event_summary,D27:15
conv-42,joanna,person,pitch,her_new_movie_script,entity,1.0,locomo_event_summary,D28:8
conv-42,joanna,person,start,start,entity,1.0,locomo_event_summary,D28:12
conv-42,nate,person,join,a_new_gaming_team,entity,1.0,locomo_event_summary,D28:5
conv-42,nate,person,push,push,entity,1.0,locomo_event_summary,D28:2
conv-42,nate,person,start,start,entity,1.0,locomo_event_summary,D28:13
conv-42,nate,person,get,a_third_pet_turtle,entity,1.0,locomo_event_summary,D28:25
conv-42,joanna,person,start,start,entity,1.0,locomo_event_summary,D29:1
conv-42,nate,person,take,his_turtles,entity,1.0,locomo_event_summary,D29:6
conv-42,joanna,person,catch,at_7_31_pm,entity,1.0,locomo_session_summary,D1:1
conv-42,counter-strike: global offensive,person,win,his_first_video_game_tournament_playing,entity,1.0,locomo_session_summary,D1:7
conv-42,joanna,person,enjoy,writing_reading_movies_and_nature,entity,1.0,locomo_session_summary,D1:10
conv-42,nate,person,prefer,dramas_and_romcoms,entity,1.0,locomo_session_summary,D1:13
conv-42,joanna,person,recommend,a_romantic_drama,entity,1.0,locomo_session_summary,D1:1
conv-42,joanna,person,promise,promise,entity,1.0,locomo_session_summary,D1:1
conv-42,joanna,person,catch,on_january_23_2022,entity,1.0,locomo_session_summary,D2:1
conv-42,joanna,person,share,share,entity,1.0,locomo_session_summary,D2:5
conv-42,joanna,person,share,her_joy,entity,1.0,locomo_session_summary,D2:2
conv-42,joanna,person,praise,her_passion_for_writing,entity,1.0,locomo_session_summary,D2:27
conv-42,joanna,person,catch,at_9_27_am,entity,1.0,locomo_session_summary,D3:1
conv-42,joanna,person,share,her_mixed_emotions,entity,1.0,locomo_session_summary,D3:1
conv-42,joanna,person,ask,about_nate_s_life,entity,1.0,locomo_session_summary,D3:4
conv-42,joanna,person,recommend,little_women_to_joanna_who_enjoyed,entity,1.0,locomo_session_summary,D3:1
conv-42,joanna,person,express,interest_in_nate_s_ice_cream,entity,1.0,locomo_session_summary,D4:4
conv-42,joanna,person,offer,offer,entity,1.0,locomo_session_summary,D4:4
conv-42,joanna,person,discuss,joanna_s_new_screenplay_about_self,entity,1.0,locomo_session_summary,D4:12
conv-42,joanna,person,reveal,reveal,entity,1.0,locomo_session_summary,D4:1
conv-42,joanna,person,praise,joanna_s_courage,entity,1.0,locomo_session_summary,D4:10
conv-42,joanna,person,hop,hop,entity,1.0,locomo_session_summary,D4:18
conv-42,joanna,person,catch,at_6_59_pm,entity,1.0,locomo_session_summary,D5:1
conv-42,joanna,person,share,her_mixed_emotions,entity,1.0,locomo_session_summary,D5:1
conv-42,joanna,person,discuss,the_calming_effects_of_nate_s,entity,1.0,locomo_session_summary,D5:2
conv-42,joanna,person,talk,about_joanna_s_script_and_the,entity,1.0,locomo_session_summary,D5:1
conv-42,joanna,person,assure,joanna_of_his_ongoing_support,entity,1.0,locomo_session_summary,D5:17
conv-42,joanna,person,catch,at_1_43_pm,entity,1.0,locomo_session_summary,D6:12
conv-42,joanna,person,congratulate,joanna,entity,1.0,locomo_session_summary,D6:2
conv-42,joanna,person,encourage,joanna,entity,1.0,locomo_session_summary,D6:7
conv-42,joanna,person,advise,nate,entity,1.0,locomo_session_summary,D6:10
conv-42,joanna,person,thank,joanna,entity,1.0,locomo_session_summary,D6:12
conv-42,nate,person,dye,his_hair,entity,1.0,locomo_session_summary,D7:1
conv-42,joanna,person,admire,nate_s_new_hair_color,entity,1.0,locomo_session_summary,D7:4
conv-42,joanna,person,inspire,joanna_who_shared_a_story_about,entity,1.0,locomo_session_summary,D7:1
conv-42,joanna,person,discuss,upcoming_plans,entity,1.0,locomo_session_summary,D7:10
conv-42,nate,person,bid,goodbye,entity,1.0,locomo_session_summary,D7:13
conv-42,joanna,person,catch,at_6_44_pm,entity,1.0,locomo_session_summary,D8:1
conv-42,joanna,person,share,his_love,entity,1.0,locomo_session_summary,D8:12
conv-42,joanna,person,express,interest,entity,1.0,locomo_session_summary,D8:20
conv-42,joanna,person,inform,nate,entity,1.0,locomo_session_summary,D9:1
conv-42,joanna,person,plan,plan,entity,1.0,locomo_session_summary,D9:15
conv-42,joanna,person,catch,on_2nd_may,entity,1.0,locomo_session_summary,D10:1
conv-42,joanna,person,enjoy,enjoy,entity,1.0,locomo_session_summary,D10:1
conv-42,joanna,person,praise,nate_s_gaming_room_and_his,entity,1.0,locomo_session_summary,D10:3
conv-42,joanna,person,appreciate,joanna_s_dairy_free_dessert_creations,entity,1.0,locomo_session_summary,D10:13
conv-42,joanna,person,encourage,joanna,entity,1.0,locomo_session_summary,D10:13
conv-42,joanna,person,end,the_conversation_with_joanna_saying_she,entity,1.0,locomo_session_summary,D10:13
conv-42,joanna,person,converse,at_3_35_pm,entity,1.0,locomo_session_summary,D11:1
conv-42,joanna,person,share,her_exciting_hiking_experience,entity,1.0,locomo_session_summary,D11:7
conv-42,joanna,person,discuss,discuss,entity,1.0,locomo_session_summary,D11:9
conv-42,joanna,person,catch,at_7_49_pm,entity,1.0,locomo_session_summary,D12:1
conv-42,max,person,share,about_his_new_adopted_pet_max,entity,1.0,locomo_session_summary,D12:6
conv-42,joanna,person,find,solace,entity,1.0,locomo_session_summary,D12:1
conv-42,nate,person,show,her_latest_work_on_loss_and,entity,1.0,locomo_session_summary,D12:12
conv-42,joanna,person,commend,joanna,entity,1.0,locomo_session_summary,D12:17
conv-42,nate,person,catch,at_3_00_pm_on_25,entity,1.0,locomo_session_summary,D13:2
conv-42,joanna,person,express,express,entity,1.0,locomo_session_summary,D13:9
conv-42,joanna,person,gift,a_stuffed_animal,entity,1.0,locomo_session_summary,D13:14
conv-42,joanna,person,mention,her_screenplay_and_the_role_of,entity,1.0,locomo_session_summary,D13:18
conv-42,joanna,person,value,nate_s_support,entity,1.0,locomo_session_summary,D13:22
conv-42,joanna,person,share,with_nate,entity,1.0,locomo_session_summary,D14:1
conv-42,joanna,person,discuss,the_generic_rejection_letter_joanna_received,entity,1.0,locomo_session_summary,D14:5
conv-42,joanna,person,congratulate,him,entity,1.0,locomo_session_summary,D14:2
conv-42,joanna,person,wish,the_best_for_the_party,entity,1.0,locomo_session_summary,D14:23
conv-42,joanna,person,share,on_june_5th_2022,entity,1.0,locomo_session_summary,D15:1
conv-42,joanna,person,discuss,their_favorite_superheroes,entity,1.0,locomo_session_summary,D15:4
conv-42,joanna,person,fill,with_motivation,entity,1.0,locomo_session_summary,D15:7
conv-42,joanna,person,catch,at_10_55_am,entity,1.0,locomo_session_summary,D16:1
conv-42,joanna,person,submit,her_screenplay,entity,1.0,locomo_session_summary,D16:1
conv-42,joanna,person,share,share,entity,1.0,locomo_session_summary,D16:8
conv-42,joanna,person,plan,plan,entity,1.0,locomo_session_summary,D16:11
conv-42,joanna,person,offer,support,entity,1.0,locomo_session_summary,D16:15
conv-42,joanna,person,congratulate,him,entity,1.0,locomo_session_summary,D17:3
conv-42,joanna,person,show,interest_in_her_discoveries,entity,1.0,locomo_session_summary,D17:4
conv-42,nate,person,exchange,words_of_encouragement_and_support,entity,1.0,locomo_session_summary,D17:3
conv-42,joanna,person,appreciate,his_support,entity,1.0,locomo_session_summary,D17:3
conv-42,joanna,person,catch,at_6_12_pm,entity,1.0,locomo_session_summary,D18:1
conv-42,joanna,person,share,her_passion,entity,1.0,locomo_session_summary,D18:2
conv-42,joanna,person,talk,about_a_touching_moment_when_her,entity,1.0,locomo_session_summary,D18:5
conv-42,joanna,person,start,start,entity,1.0,locomo_session_summary,D18:8
conv-42,joanna,person,inform,joanna,entity,1.0,locomo_session_summary,D19:2
conv-42,joanna,person,congratulate,nate,entity,1.0,locomo_session_summary,D19:2
conv-42,joanna,person,discuss,discuss,entity,1.0,locomo_session_summary,D19:2
conv-42,joanna,person,emphasize,the_importance_of_self_care_and,entity,1.0,locomo_session_summary,D19:22
conv-42,nate,person,catch,at_6_03_pm_on_5,entity,1.0,locomo_session_summary,D20:1
conv-42,joanna,person,revise,an_old_recipe,entity,1.0,locomo_session_summary,D20:6
conv-42,joanna,person,mention,mention,entity,1.0,locomo_session_summary,D20:4
conv-42,joanna,person,discuss,joanna_s_experimentation_with_dairy_free,entity,1.0,locomo_session_summary,D20:10
conv-42,joanna,person,plan,plan,entity,1.0,locomo_session_summary,D20:14
conv-42,joanna,person,express,her_gratitude,entity,1.0,locomo_session_summary,D20:1
conv-42,joanna,person,catch,at_1_43_pm_on_14,entity,1.0,locomo_session_summary,D21:1
conv-42,joanna,person,discuss,dairy_free_desserts,entity,1.0,locomo_session_summary,D21:10
conv-42,joanna,person,mention,a_dairy_free_chocolate_cake_and,entity,1.0,locomo_session_summary,D21:13
conv-42,joanna,person,end,their_chat,entity,1.0,locomo_session_summary,D21:7
conv-42,joanna,person,converse,at_11_15_am,entity,1.0,locomo_session_summary,D22:1
conv-42,joanna,person,talk,about_her_successful_dairy_free_recipe,entity,1.0,locomo_session_summary,D22:2
conv-42,nate,person,discuss,the_joy_of_having_extra_cash,entity,1.0,locomo_session_summary,D22:4
conv-42,joanna,person,speak,on_9_october_2022,entity,1.0,locomo_session_summary,D23:1
conv-42,joanna,person,acknowledge,the_benefits_of_stepping_out_of,entity,1.0,locomo_session_summary,D23:2
conv-42,joanna,person,appreciate,the_way_games_bring_people_together,entity,1.0,locomo_session_summary,D23:1
conv-42,joanna,person,mention,inception_and_cyberpunk_2077,entity,1.0,locomo_session_summary,D23:17
conv-42,joanna,person,suggest,suggest,entity,1.0,locomo_session_summary,D23:25
conv-42,joanna,person,catch,at_2_01_pm,entity,1.0,locomo_session_summary,D24:1
conv-42,joanna,person,share,share,entity,1.0,locomo_session_summary,D24:4
conv-42,joanna,person,mention,a_recent_setback_with_a_production,entity,1.0,locomo_session_summary,D24:12
conv-42,joanna,person,reassure,joanna_of_his_support,entity,1.0,locomo_session_summary,D24:1
conv-42,joanna,person,ask,joanna,entity,1.0,locomo_session_summary,D25:1
conv-42,joanna,person,share,her_excitement,entity,1.0,locomo_session_summary,D25:2
conv-42,joanna,person,congratulate,her,entity,1.0,locomo_session_summary,D25:2
conv-42,joanna,person,discuss,discuss,entity,1.0,locomo_session_summary,D25:11
conv-42,nate,person,talk,about_nate_s_turtles_and_their,entity,1.0,locomo_session_summary,D25:2
conv-42,joanna,person,admire,admire,entity,1.0,locomo_session_summary,D25:12
conv-42,nate,person,end,end,entity,1.0,locomo_session_summary,D25:1
conv-42,joanna,person,set,meetings_with_movie_producers,entity,1.0,locomo_session_summary,D26:1
conv-42,joanna,person,describe,the_positive_producer_meetings,entity,1.0,locomo_session_summary,D26:2
conv-42,joanna,person,discuss,joanna_s_earlier_writings_and_passion,entity,1.0,locomo_session_summary,D26:8
conv-42,joanna,person,invite,joanna,entity,1.0,locomo_session_summary,D26:5
conv-42,joanna,person,agree,agree,entity,1.0,locomo_session_summary,D26:22
conv-42,joanna,person,talk,at_8_10_pm,entity,1.0,locomo_session_summary,D27:1
conv-42,joanna,person,win,a_valorant_tournament,entity,1.0,locomo_session_summary,D27:1
conv-42,joanna,person,work,on_a_new_movie_script,entity,1.0,locomo_session_summary,D27:6
conv-42,joanna,person,enjoy,enjoy,entity,1.0,locomo_session_summary,D27:5
conv-42,nate,person,have,a_conversation_about_their_recent_activities,entity,1.0,locomo_session_summary,D28:12
conv-42,joanna,person,mention,mention,entity,1.0,locomo_session_summary,D28:1
conv-42,joanna,person,share,share,entity,1.0,locomo_session_summary,D28:8
conv-42,joanna,person,talk,talk,entity,1.0,locomo_session_summary,D28:13
conv-42,joanna,person,plan,plan,entity,1.0,locomo_session_summary,D28:28
conv-42,nate,person,hang,parted_ways,entity,1.0,locomo_session_summary,D28:16
conv-42,joanna,person,see,you,entity,1.0,locomo_session_summary,D28:32
conv-42,joanna,person,share,with_nate,entity,1.0,locomo_session_summary,D29:1
conv-42,joanna,person,thrill,thrill,entity,1.0,locomo_session_summary,D29:2
conv-42,joanna,person,praise,the_turtles,entity,1.0,locomo_session_summary,D29:2
conv-42,joanna,person,show,his_colorful_coconut_milk_ice_cream,entity,1.0,locomo_session_summary,D29:10
conv-42,joanna,person,express,interest_in_trying_it,entity,1.0,locomo_session_summary,D29:2
conv-43,john,person,sign,with_the_minnesota_wolves,entity,1.0,locomo_observation_spacy,D1:5
conv-43,john,person,improve,his_shooting_percentage,entity,1.0,locomo_observation_spacy,D1:9
conv-43,john,person,play,a_challenge,entity,1.0,locomo_observation_spacy,D1:11
conv-43,tim,person,work,on_a_harry_potter_fan_project,entity,1.0,locomo_observation_spacy,D1:2
conv-43,tim,person,talk,to_a_friend_who_is_a,entity,1.0,locomo_observation_spacy,D1:14
conv-43,tim,person,go,to_a_harry_potter_related_place,entity,1.0,locomo_observation_spacy,D1:18
conv-43,tim,person,join,a_fantasy_literature_forum,entity,1.0,locomo_observation_spacy,D2:1
conv-43,tim,person,own,a_picture_from_minalima_the_creators,entity,1.0,locomo_observation_spacy,D2:7
conv-43,tim,person,consider,his_book_collection_and_harry_potter,entity,1.0,locomo_observation_spacy,D2:11
