memory_id,conversation_id,representation,token_count
conv-41_session_19_D19:16,conv-41,"Triples:
- (john, have, loved_ones_'_support_on_his_journey_,)",5
conv-41_session_19_D19:17,conv-41,,0
conv-41_session_19_D19:18,conv-41,,0
conv-41_session_19_D19:19,conv-41,,0
conv-41_session_19_D19:20,conv-41,,0
conv-41_session_19_D19:21,conv-41,"Triples:
- (maria, enjoy, enjoy)",4
conv-41_session_19_D19:22,conv-41,,0
conv-41_session_19_D19:23,conv-41,"Triples:
- (maria, share, a_special_beach_memory)",4
conv-41_session_19_D19:24,conv-41,,0
conv-41_session_19_D19:25,conv-41,"Triples:
- (maria, appreciate, the_joy_and_carefree_moments_of_family_vacations)",4
conv-41_session_19_D19:26,conv-41,"Triples:
- (john, appreciate, special_family_times_and_cherishes_creating_memories_together)",4
conv-41_session_2_D2:1,conv-41,"Triples:
- (maria, donate, her_old_car)",4
conv-41_session_2_D2:2,conv-41,"Triples:
- (john, network, network)",4
conv-41_session_2_D2:3,conv-41,,0
conv-41_session_2_D2:4,conv-41,"Triples:
- (john, motivate, motivate)",4
conv-41_session_2_D2:5,conv-41,,0
conv-41_session_2_D2:6,conv-41,,0
conv-41_session_2_D2:7,conv-41,"Triples:
- (maria, believe, believe)",4
conv-41_session_2_D2:8,conv-41,,0
conv-41_session_2_D2:9,conv-41,,0
conv-41_session_2_D2:10,conv-41,"Triples:
- (john, serve, as_a_source_of_strength_and_motivation_for_him)",4
conv-41_session_2_D2:11,conv-41,,0
conv-41_session_2_D2:12,conv-41,,0
conv-41_session_2_D2:13,conv-41,,0
conv-41_session_2_D2:14,conv-41,,0
conv-41_session_2_D2:15,conv-41,,0
conv-41_session_2_D2:16,conv-41,"Triples:
- (john, enjoy, enjoy)",4
conv-41_session_2_D2:17,conv-41,"Triples:
- (maria, enjoy, enjoy)",4
conv-41_session_2_D2:18,conv-41,,0
conv-41_session_2_D2:19,conv-41,,0
conv-41_session_2_D2:20,conv-41,,0
conv-41_session_2_D2:21,conv-41,,0
conv-41_session_2_D2:22,conv-41,,0
conv-41_session_2_D2:23,conv-41,,0
conv-41_session_2_D2:24,conv-41,"Triples:
- (john, enjoy, pizzas)",4
conv-41_session_2_D2:25,conv-41,"Triples:
- (maria, make, peach_cobbler)",4
conv-41_session_2_D2:26,conv-41,,0
conv-41_session_2_D2:27,conv-41,,0
conv-41_session_2_D2:28,conv-41,"Triples:
- (john, practice, taekwondo)",4
conv-41_session_20_D20:1,conv-41,"Triples:
- (maria, struggle, struggle)",4
conv-41_session_20_D20:2,conv-41,,0
conv-41_session_20_D20:3,conv-41,"Triples:
- (maria, give, her_words_of_encouragement)",4
conv-41_session_20_D20:4,conv-41,"Triples:
- (john, recall, recall)",4
conv-41_session_20_D20:5,conv-41,,0
conv-41_session_20_D20:6,conv-41,"Triples:
- (john, emphasize, the_importance_of_appreciating_loved_ones_and_finding)",4
conv-41_session_20_D20:7,conv-41,"Triples:
- (maria, volunteer, at_a_shelter)",4
conv-41_session_20_D20:8,conv-41,,0
conv-41_session_20_D20:9,conv-41,"Triples:
- (maria, play, with_kids)",4
conv-41_session_20_D20:10,conv-41,"Triples:
- (john, bring, joy_and_happiness)",4
conv-41_session_20_D20:11,conv-41,"Triples:
- (maria, see, see)",4
conv-41_session_20_D20:12,conv-41,,0
conv-41_session_20_D20:13,conv-41,"Triples:
- (maria, spread, kindness_and_positivity)",4
conv-41_session_20_D20:14,conv-41,"Triples:
- (john, encourage, maria)",4
conv-41_session_20_D20:15,conv-41,,0
conv-41_session_20_D20:16,conv-41,,0
conv-41_session_20_D20:17,conv-41,,0
conv-41_session_20_D20:18,conv-41,,0
conv-41_session_21_D21:1,conv-41,"Triples:
- (maria, meet, some_kids)",4
conv-41_session_21_D21:2,conv-41,,0
conv-41_session_21_D21:3,conv-41,,0
conv-41_session_21_D21:4,conv-41,"Triples:
- (john, express, willingness_to_help_maria_if_she_needed_anything)",4
conv-41_session_21_D21:5,conv-41,"Triples:
- (maria, hit, hit)
- (maria, stay, after_a_tough_time)",7
conv-41_session_21_D21:6,conv-41,,0
conv-41_session_21_D21:7,conv-41,"Triples:
- (maria, leave, leave)",4
conv-41_session_21_D21:8,conv-41,,0
conv-41_session_21_D21:9,conv-41,,0
conv-41_session_21_D21:10,conv-41,,0
conv-41_session_21_D21:11,conv-41,,0
conv-41_session_21_D21:12,conv-41,,0
conv-41_session_21_D21:13,conv-41,,0
conv-41_session_21_D21:14,conv-41,,0
conv-41_session_21_D21:15,conv-41,"Triples:
- (maria, appreciate, kindness_and_care)",4
conv-41_session_21_D21:16,conv-41,,0
conv-41_session_21_D21:17,conv-41,,0
conv-41_session_21_D21:18,conv-41,,0
conv-41_session_21_D21:19,conv-41,,0
conv-41_session_21_D21:20,conv-41,,0
conv-41_session_21_D21:21,conv-41,"Triples:
- (maria, volunteer, volunteer)",4
conv-41_session_21_D21:22,conv-41,"Triples:
- (john, participate, in_a_marching_event_for_veterans_'_rights)",5
conv-41_session_21_D21:23,conv-41,,0
conv-41_session_21_D21:24,conv-41,"Triples:
- (john, respect, the_military)",4
conv-41_session_21_D21:25,conv-41,,0
conv-41_session_21_D21:26,conv-41,"Triples:
- (john, motivate, motivate)",4
conv-41_session_21_D21:27,conv-41,,0
conv-41_session_21_D21:28,conv-41,,0
conv-41_session_21_D21:29,conv-41,,0
conv-41_session_22_D22:1,conv-41,"Triples:
- (john, think, about_how_education_and_infrastructure_shape_communities)",4
conv-41_session_22_D22:2,conv-41,"Triples:
- (maria, agree, with_john)",4
conv-41_session_22_D22:3,conv-41,"Triples:
- (john, feel, feel)",4
conv-41_session_22_D22:4,conv-41,"Triples:
- (maria, support, john)",4
conv-41_session_22_D22:5,conv-41,"Triples:
- (john, doubt, doubt)",4
conv-41_session_22_D22:6,conv-41,,0
conv-41_session_22_D22:7,conv-41,"Triples:
- (john, motivate, him)",4
conv-41_session_22_D22:8,conv-41,,0
conv-41_session_22_D22:9,conv-41,"Triples:
- (john, remember, remember)",4
conv-41_session_22_D22:10,conv-41,"Triples:
- (maria, inspire, inspire)",4
conv-41_session_22_D22:11,conv-41,"Triples:
- (john, inspire, exercise_,_and_spending_time_with_friends)",5
conv-41_session_22_D22:12,conv-41,,0
conv-41_session_22_D22:13,conv-41,,0
conv-41_session_22_D22:14,conv-41,,0
conv-41_session_22_D22:15,conv-41,,0
conv-41_session_22_D22:16,conv-41,,0
conv-41_session_22_D22:17,conv-41,"Triples:
- (john, see, sunsets)",4
conv-41_session_22_D22:18,conv-41,"Triples:
- (maria, take, me_time_'_walks)",5
conv-41_session_22_D22:19,conv-41,,0
conv-41_session_22_D22:20,conv-41,,0
conv-41_session_22_D22:21,conv-41,,0
conv-41_session_23_D23:1,conv-41,"Triples:
- (john, hit, last_week)",4
conv-41_session_23_D23:2,conv-41,"Triples:
- (maria, empathize, with_john)",4
conv-41_session_23_D23:3,conv-41,"Triples:
- (john, take, initiative)
- (john, appreciate, maria_'s_offer_to_help_with_the_community)",8
conv-41_session_23_D23:4,conv-41,"Triples:
- (maria, express, her_willingness_to_join_the_meeting_and_contribute)",4
conv-41_session_23_D23:5,conv-41,,0
conv-41_session_23_D23:6,conv-41,"Triples:
- (maria, admire, john_'s_determination_and_commitment_to_helping_others)
- (maria, mention, mention)",8
conv-41_session_23_D23:7,conv-41,"Triples:
- (john, mention, mention)
- (john, motivate, others)",7
conv-41_session_23_D23:8,conv-41,"Triples:
- (maria, believe, believe)
- (maria, emphasize, the_importance_of_spreading_kindness_and_inspiring_hope)",7
conv-41_session_23_D23:9,conv-41,"Triples:
- (john, acknowledge, acknowledge)",4
conv-41_session_23_D23:10,conv-41,,0
conv-41_session_23_D23:11,conv-41,,0
conv-41_session_23_D23:12,conv-41,,0
conv-41_session_23_D23:13,conv-41,,0
conv-41_session_23_D23:14,conv-41,"Triples:
- (maria, mention, mention)",4
conv-41_session_24_D24:1,conv-41,,0
conv-41_session_24_D24:2,conv-41,,0
conv-41_session_24_D24:3,conv-41,"Triples:
- (john, visit, a_veteran_'s_hospital)",5
conv-41_session_24_D24:4,conv-41,,0
conv-41_session_24_D24:5,conv-41,"Triples:
- (john, work, with_passionate_people)",4
conv-41_session_24_D24:6,conv-41,"Triples:
- (maria, play, games_like_charades_and_a_scavenger_hunt)",4
conv-41_session_24_D24:7,conv-41,,0
conv-41_session_24_D24:8,conv-41,,0
conv-41_session_24_D24:9,conv-41,"Triples:
- (john, set, fun_activities_like_arts_and_crafts)",4
conv-41_session_24_D24:10,conv-41,,0
conv-41_session_24_D24:11,conv-41,,0
conv-41_session_24_D24:12,conv-41,,0
conv-41_session_24_D24:13,conv-41,,0
conv-41_session_24_D24:14,conv-41,"Triples:
- (maria, appreciate, the_importance_of_making_connections_and_enjoying_life)",4
conv-41_session_24_D24:15,conv-41,,0
conv-41_session_24_D24:16,conv-41,"Triples:
- (maria, bring, joy)",4
conv-41_session_24_D24:17,conv-41,,0
conv-41_session_25_D25:1,conv-41,"Triples:
- (john, enjoy, his_new_job)",4
conv-41_session_25_D25:2,conv-41,"Triples:
- (maria, hike, with_her_church_friends)",4
conv-41_session_25_D25:3,conv-41,,0
conv-41_session_25_D25:4,conv-41,"Triples:
- (maria, laugh, laugh)",4
conv-41_session_25_D25:5,conv-41,,0
conv-41_session_25_D25:6,conv-41,,0
conv-41_session_25_D25:7,conv-41,,0
conv-41_session_25_D25:8,conv-41,"Triples:
- (maria, plan, plan)",4
conv-41_session_25_D25:9,conv-41,,0
conv-41_session_25_D25:10,conv-41,,0
conv-41_session_25_D25:11,conv-41,"Triples:
- (john, attend, a_yoga_studio)",4
conv-41_session_25_D25:12,conv-41,,0
conv-41_session_25_D25:13,conv-41,"Triples:
- (john, attend, attend)",4
conv-41_session_25_D25:14,conv-41,,0
conv-41_session_25_D25:15,conv-41,,0
conv-41_session_25_D25:16,conv-41,,0
conv-41_session_25_D25:17,conv-41,"Triples:
- (john, do, weight_training_classes)",4
conv-41_session_25_D25:18,conv-41,,0
conv-41_session_25_D25:19,conv-41,,0
conv-41_session_25_D25:20,conv-41,"Triples:
- (maria, bake, some_cakes)",4
conv-41_session_26_D26:1,conv-41,"Triples:
- (maria, drop, baked_goods)
- (maria, drive, drive)",7
conv-41_session_26_D26:2,conv-41,"Triples:
- (john, join, a_firefighting_brigade)",4
conv-41_session_26_D26:3,conv-41,,0
conv-41_session_26_D26:4,conv-41,"Triples:
- (john, have, his_first_call_out_with_the_firefighting_brigade)",4
conv-41_session_26_D26:5,conv-41,,0
conv-41_session_26_D26:6,conv-41,"Triples:
- (john, save, a_family)",4
conv-41_session_26_D26:7,conv-41,,0
conv-41_session_26_D26:8,conv-41,,0
conv-41_session_26_D26:9,conv-41,,0
conv-41_session_26_D26:10,conv-41,"Triples:
- (john, mention, his_military_background_and_the_sense_of_bond)",4
conv-41_session_26_D26:11,conv-41,"Triples:
- (john, rely, rely)",4
conv-41_session_26_D26:12,conv-41,,0
conv-41_session_26_D26:13,conv-41,"Triples:
- (maria, share, a_photo_from_her_volunteer_work_that_reminds)",4
conv-41_session_26_D26:14,conv-41,,0
conv-41_session_26_D26:15,conv-41,,0
conv-41_session_26_D26:16,conv-41,,0
conv-41_session_26_D26:17,conv-41,,0
conv-41_session_27_D27:1,conv-41,"Triples:
- (john, advocate, for_the_military)",4
conv-41_session_27_D27:2,conv-41,"Triples:
- (maria, start, after_which)",4
conv-41_session_27_D27:3,conv-41,,0
conv-41_session_27_D27:4,conv-41,"Triples:
- (maria, volunteer, at_the_homeless_shelter)",4
conv-41_session_27_D27:5,conv-41,"Triples:
- (john, admire, maria_'s_volunteer_work_at_a_homeless_shelter)",5
conv-41_session_27_D27:6,conv-41,,0
conv-41_session_27_D27:7,conv-41,,0
conv-41_session_27_D27:8,conv-41,"Triples:
- (maria, mention, cindy_,_a_resident_at_the_shelter_,)",5
conv-41_session_27_D27:9,conv-41,"Triples:
- (john, have, a_meaningful_experience)",4
conv-41_session_27_D27:10,conv-41,,0
conv-41_session_27_D27:11,conv-41,"Triples:
- (john, humble, humble)",4
conv-41_session_27_D27:12,conv-41,"Triples:
- (maria, remember, remember)",4
conv-41_session_27_D27:13,conv-41,,0
conv-41_session_27_D27:14,conv-41,"Triples:
- (maria, teach, kids_about_veterans_and_their_contributions)",4
conv-41_session_27_D27:15,conv-41,,0
conv-41_session_27_D27:16,conv-41,,0
conv-41_session_28_D28:1,conv-41,"Triples:
- (john, lose, his_job)",4
conv-41_session_28_D28:2,conv-41,,0
conv-41_session_28_D28:3,conv-41,"Triples:
- (john, lose, his_job)",4
conv-41_session_28_D28:4,conv-41,,0
conv-41_session_28_D28:5,conv-41,"Triples:
- (john, find, a_job)",4
conv-41_session_28_D28:6,conv-41,"Triples:
- (maria, offer, her_support_and_encouragement)",4
conv-41_session_28_D28:7,conv-41,,0
conv-41_session_28_D28:8,conv-41,"Triples:
- (maria, engage, in_community_work_with_friends_from_church)",4
conv-41_session_28_D28:9,conv-41,,0
conv-41_session_28_D28:10,conv-41,"Triples:
- (maria, believe, in_the_importance_of_kindness_and_compassion)
- (maria, volunteer, rewarding_and_important)",7
conv-41_session_28_D28:11,conv-41,"Triples:
- (john, renovate, a_rundown_community_center)
- (john, satisfy, satisfy)",7
conv-41_session_28_D28:12,conv-41,,0
conv-41_session_28_D28:13,conv-41,,0
conv-41_session_28_D28:14,conv-41,,0
conv-41_session_28_D28:15,conv-41,,0
conv-41_session_28_D28:16,conv-41,,0
conv-41_session_28_D28:17,conv-41,,0
conv-41_session_28_D28:18,conv-41,,0
conv-41_session_28_D28:19,conv-41,,0
conv-41_session_29_D29:1,conv-41,"Triples:
- (maria, volunteer, at_a_homeless_shelter)",4
conv-41_session_29_D29:2,conv-41,"Triples:
- (maria, inspire, heartwarming)",4
conv-41_session_29_D29:3,conv-41,,0
conv-41_session_29_D29:4,conv-41,"Triples:
- (john, organize, a_5_k_charity_run_in_the_neighborhood)",4
conv-41_session_29_D29:5,conv-41,"Triples:
- (maria, express, admiration)",4
conv-41_session_29_D29:6,conv-41,,0
conv-41_session_29_D29:7,conv-41,,0
conv-41_session_29_D29:8,conv-41,"Triples:
- (john, face, challenges_in_getting_sponsors_for_the_charity_run)",4
conv-41_session_29_D29:9,conv-41,,0
conv-41_session_29_D29:10,conv-41,"Triples:
- (john, organize, organize)",4
conv-41_session_29_D29:11,conv-41,"Triples:
- (maria, support, support)",4
conv-41_session_29_D29:12,conv-41,"Triples:
- (john, come, for_important_causes_like_supporting_victims_of_domestic_abuse)",4
conv-41_session_29_D29:13,conv-41,"Triples:
- (maria, agree, on_the_importance_of_spreading_awareness_and_supporting_causes_in_the_community)",4
conv-41_session_29_D29:14,conv-41,,0
conv-41_session_29_D29:15,conv-41,,0
conv-41_session_29_D29:16,conv-41,,0
conv-41_session_29_D29:17,conv-41,"Triples:
- (maria, appreciate, appreciate)",4
conv-41_session_29_D29:18,conv-41,"Triples:
- (john, value, maria_'s_passion_and_motivation_in_supporting_causes)",5
conv-41_session_3_D3:1,conv-41,"Triples:
- (john, join, a_service_focused_online_group)",4
conv-41_session_3_D3:2,conv-41,,0
conv-41_session_3_D3:3,conv-41,,0
conv-41_session_3_D3:4,conv-41,,0
conv-41_session_3_D3:5,conv-41,"Triples:
- (john, participate, in_activities_with_the_online_group_such_as_giving_out_food_at_a_homeless_shelter_and_organizing_a_toy_drive_for_kids_in_need)",4
conv-41_session_3_D3:6,conv-41,,0
conv-41_session_3_D3:7,conv-41,"Triples:
- (john, involve, in_brainstorming_projects)",4
conv-41_session_3_D3:8,conv-41,,0
conv-41_session_3_D3:9,conv-41,,0
conv-41_session_3_D3:10,conv-41,,0
conv-41_session_3_D3:11,conv-41,"Triples:
- (john, fail, the_military_aptitude_test)",4
conv-41_session_3_D3:12,conv-41,"Triples:
- (maria, appreciate, nature_'s_beauty)",5
conv-41_session_3_D3:13,conv-41,,0
conv-41_session_3_D3:14,conv-41,"Triples:
- (maria, take, a_peaceful_sunset_picture_that_made_her_feel)",4
conv-41_session_3_D3:15,conv-41,"Triples:
- (john, use, use)",4
conv-41_session_3_D3:16,conv-41,,0
conv-41_session_3_D3:17,conv-41,,0
conv-41_session_30_D30:1,conv-41,"Triples:
- (maria, name, coco)",4
conv-41_session_30_D30:2,conv-41,,0
conv-41_session_30_D30:3,conv-41,"Triples:
- (maria, greet, her_puppy_,_coco_,)
- (maria, take, care)",8
conv-41_session_30_D30:4,conv-41,,0
conv-41_session_30_D30:5,conv-41,,0
conv-41_session_30_D30:6,conv-41,"Triples:
- (john, cherish, memories_of_his_pet_max_,_including_a)
- (john, find, find)",8
conv-41_session_30_D30:7,conv-41,"Triples:
- (maria, mention, mention)",4
conv-41_session_30_D30:8,conv-41,,0
conv-41_session_30_D30:9,conv-41,,0
conv-41_session_30_D30:10,conv-41,"Triples:
- (john, value, nature)",4
conv-41_session_30_D30:11,conv-41,"Triples:
- (maria, acknowledge, nature)",4
conv-41_session_30_D30:12,conv-41,,0
conv-41_session_30_D30:13,conv-41,"Triples:
- (maria, understand, tough_times)",4
conv-41_session_30_D30:14,conv-41,,0
conv-41_session_30_D30:15,conv-41,,0
conv-41_session_30_D30:16,conv-41,"Triples:
- (john, express, express)",4
conv-41_session_30_D30:17,conv-41,,0
conv-41_session_30_D30:18,conv-41,"Triples:
- (john, explore, options)",4
conv-41_session_30_D30:19,conv-41,"Triples:
- (maria, suggest, to_john)",4
conv-41_session_30_D30:20,conv-41,,0
conv-41_session_30_D30:21,conv-41,"Triples:
- (maria, encourage, john)",4
conv-41_session_30_D30:22,conv-41,"Triples:
- (john, appreciate, maria_'s_kind_words)",5
conv-41_session_30_D30:23,conv-41,"Triples:
- (maria, plan, plan)",4
conv-41_session_31_D31:1,conv-41,"Triples:
- (john, volunteer, as_a_mentor_for_a_local_school)",4
conv-41_session_31_D31:2,conv-41,"Triples:
- (maria, adopt, a_cute_pup_named_shadow)",4
conv-41_session_31_D31:3,conv-41,,0
conv-41_session_31_D31:4,conv-41,"Triples:
- (maria, bring, joy)",4
conv-41_session_31_D31:5,conv-41,,0
conv-41_session_31_D31:6,conv-41,"Triples:
- (maria, grow, grow)",4
conv-41_session_31_D31:7,conv-41,"Triples:
- (john, consider, consider)",4
conv-41_session_31_D31:8,conv-41,,0
conv-41_session_31_D31:9,conv-41,,0
conv-41_session_31_D31:10,conv-41,"Triples:
- (maria, learn, commands_and_house_training)",4
conv-41_session_31_D31:11,conv-41,,0
conv-41_session_31_D31:12,conv-41,,0
conv-41_session_31_D31:13,conv-41,,0
conv-41_session_31_D31:14,conv-41,"Triples:
- (maria, bring, comfort_,_understanding_,_and_happiness)",6
conv-41_session_31_D31:15,conv-41,,0
conv-41_session_31_D31:16,conv-41,,0
conv-41_session_31_D31:17,conv-41,"Triples:
- (john, value, his_family)",4
conv-41_session_31_D31:18,conv-41,,0
conv-41_session_31_D31:19,conv-41,"Triples:
- (john, enjoy, outdoor_activities_such_as_hiking_,_picnics_,)",5
conv-41_session_31_D31:20,conv-41,,0
conv-41_session_31_D31:21,conv-41,,0
conv-41_session_31_D31:22,conv-41,,0
conv-41_session_31_D31:23,conv-41,,0
conv-41_session_32_D32:1,conv-41,"Triples:
- (john, fight, fight)",4
conv-41_session_32_D32:2,conv-41,,0
conv-41_session_32_D32:3,conv-41,"Triples:
- (john, fight, fight)",4
conv-41_session_32_D32:4,conv-41,,0
conv-41_session_32_D32:5,conv-41,,0
conv-41_session_32_D32:6,conv-41,,0
conv-41_session_32_D32:7,conv-41,"Triples:
- (john, raise, donations_like_canned_food_,_toiletries_,_and)",6
conv-41_session_32_D32:8,conv-41,,0
conv-41_session_32_D32:9,conv-41,"Triples:
- (john, fight, fight)",4
conv-41_session_32_D32:10,conv-41,,0
conv-41_session_32_D32:11,conv-41,"Triples:
- (john, raise, raise)",4
conv-41_session_32_D32:12,conv-41,,0
conv-41_session_32_D32:13,conv-41,,0
conv-41_session_32_D32:14,conv-41,"Triples:
- (maria, volunteer, at_the_shelter)",4
conv-41_session_32_D32:15,conv-41,,0
conv-41_session_32_D32:16,conv-41,"Triples:
- (maria, spread, kindness)",4
conv-41_session_32_D32:17,conv-41,,0
conv-41_session_4_D4:1,conv-41,"Triples:
- (maria, share, a_passion_for_helping_others)",4
conv-41_session_4_D4:2,conv-41,"Triples:
- (john, experience, an_unexpected_incident)",4
conv-41_session_4_D4:3,conv-41,,0
conv-41_session_4_D4:4,conv-41,"Triples:
- (maria, appreciate, the_importance_of_staying_strong_during_tough_times)",4
conv-41_session_4_D4:5,conv-41,,0
conv-41_session_4_D4:6,conv-41,"Triples:
- (john, handle, the_unexpected_incident)",4
conv-41_session_4_D4:7,conv-41,,0
conv-41_session_4_D4:8,conv-41,,0
conv-41_session_4_D4:9,conv-41,"Triples:
- (maria, appreciate, appreciate)",4
conv-41_session_4_D4:10,conv-41,"Triples:
- (john, appreciate, the_beauty_of_sunsets)",4
conv-41_session_4_D4:11,conv-41,,0
conv-41_session_4_D4:12,conv-41,"Triples:
- (john, delve, into_local_politics)",4
conv-41_session_4_D4:13,conv-41,"Triples:
- (maria, take, notes_about_local_politics_in_her_notebook)",4
conv-41_session_4_D4:14,conv-41,"Triples:
- (maria, support, john_'s_community_work)",5
conv-41_session_4_D4:15,conv-41,,0
conv-41_session_4_D4:16,conv-41,"Triples:
- (john, prepare, for_a_community_meeting_next_week)",4
conv-41_session_4_D4:17,conv-41,,0
conv-41_session_4_D4:18,conv-41,"Triples:
- (john, stick, for_the_community)",4
conv-41_session_4_D4:19,conv-41,"Triples:
- (maria, work, work)",4
conv-41_session_4_D4:20,conv-41,,0
conv-41_session_4_D4:21,conv-41,,0
conv-41_session_4_D4:22,conv-41,,0
conv-41_session_4_D4:23,conv-41,"Triples:
- (maria, emphasize, the_importance_of_unity_and_teamwork_for_addressing)",4
conv-41_session_4_D4:24,conv-41,"Triples:
- (john, consider, her_an_awesome_friend)",4
conv-41_session_4_D4:25,conv-41,,0
conv-41_session_4_D4:26,conv-41,,0
conv-41_session_5_D5:1,conv-41,"Triples:
- (john, attend, a_community_meeting_focused_on_the_state_of)",4
conv-41_session_5_D5:2,conv-41,"Triples:
- (maria, express, sadness_about_the_state_of_education_and_the)",4
conv-41_session_5_D5:3,conv-41,"Triples:
- (john, express, concern_about_the_lack_of_proper_resources_for)",4
conv-41_session_5_D5:4,conv-41,,0
conv-41_session_5_D5:5,conv-41,"Triples:
- (john, mention, mention)",4
conv-41_session_5_D5:6,conv-41,"Triples:
- (maria, mention, volunteering_at_a_shelter)",4
conv-41_session_5_D5:7,conv-41,,0
conv-41_session_5_D5:8,conv-41,"Triples:
- (maria, volunteer, volunteer)",4
conv-41_session_5_D5:9,conv-41,,0
conv-41_session_5_D5:10,conv-41,"Triples:
- (maria, provide, comfort_and_company_,_which_made_an_impact)",5
conv-41_session_5_D5:11,conv-41,,0
conv-41_session_5_D5:12,conv-41,,0
conv-41_session_5_D5:13,conv-41,"Triples:
- (john, share, share)",4
conv-41_session_5_D5:14,conv-41,"Triples:
- (maria, spread, kindness_and_support)",4
conv-41_session_5_D5:15,conv-41,"Triples:
- (john, emphasize, the_importance_of_supporting_each_other_,_especially)",5
conv-41_session_5_D5:16,conv-41,,0
conv-41_session_6_D6:1,conv-41,"Triples:
- (maria, participate, in_a_charity_event)",4
conv-41_session_6_D6:2,conv-41,,0
conv-41_session_6_D6:3,conv-41,,0
conv-41_session_6_D6:4,conv-41,"Triples:
- (john, serve, his_country_and_community)",4
conv-41_session_6_D6:5,conv-41,"Triples:
- (maria, name, at_the_charity_event_,_who_shared_a_story_of_hardship)",5
conv-41_session_6_D6:6,conv-41,,0
conv-41_session_6_D6:7,conv-41,,0
conv-41_session_6_D6:8,conv-41,,0
conv-41_session_6_D6:9,conv-41,"Triples:
- (maria, rely, on_help_from_their_auntie)",4
conv-41_session_6_D6:10,conv-41,"Triples:
- (john, start, start)",4
conv-41_session_6_D6:11,conv-41,,0
conv-41_session_6_D6:12,conv-41,"Triples:
- (john, initiate, a_community_food_drive)",4
conv-41_session_6_D6:13,conv-41,,0
conv-41_session_6_D6:14,conv-41,,0
conv-41_session_6_D6:15,conv-41,,0
conv-41_session_6_D6:16,conv-41,"Triples:
- (john, overwhelm, overwhelm)",4
conv-41_session_6_D6:17,conv-41,"Triples:
- (maria, offer, offer)",4
conv-41_session_6_D6:18,conv-41,"Triples:
- (john, appreciate, maria_'s_offer_to_help_with_networking_or)",5
conv-41_session_6_D6:19,conv-41,"Triples:
- (maria, express, her_willingness_to_always_be_there_to_help)",4
conv-41_session_6_D6:20,conv-41,,0
conv-41_session_6_D6:21,conv-41,"Triples:
- (maria, reassure, john)",4
conv-41_session_6_D6:22,conv-41,"Triples:
- (john, express, express)",4
conv-41_session_7_D7:1,conv-41,"Triples:
- (maria, take, a_creative_writing_class)",4
conv-41_session_7_D7:2,conv-41,"Triples:
- (john, run, for_office)",4
conv-41_session_7_D7:3,conv-41,"Triples:
- (maria, volunteer, at_a_homeless_shelter)",4
conv-41_session_7_D7:4,conv-41,"Triples:
- (john, believe, believe)",4
conv-41_session_7_D7:5,conv-41,"Triples:
- (maria, meet, a_woman_named_jean_who_showed_her_the)",4
conv-41_session_7_D7:6,conv-41,,0
conv-41_session_7_D7:7,conv-41,,0
conv-41_session_7_D7:8,conv-41,"Triples:
- (john, see, see)",4
conv-41_session_7_D7:9,conv-41,"Triples:
- (maria, value, positivity_and_optimism)",4
conv-41_session_7_D7:10,conv-41,"Triples:
- (john, believe, in_the_impact_of_kindness_and_optimism)",4
conv-41_session_7_D7:11,conv-41,,0
conv-41_session_7_D7:12,conv-41,,0
conv-41_session_7_D7:13,conv-41,,0
conv-41_session_7_D7:14,conv-41,,0
conv-41_session_7_D7:15,conv-41,,0
conv-41_session_7_D7:16,conv-41,"Triples:
- (john, invite, him)",4
conv-41_session_7_D7:17,conv-41,,0
conv-41_session_8_D8:1,conv-41,"Triples:
- (maria, pass, last_week)",4
conv-41_session_8_D8:2,conv-41,"Triples:
- (john, have, a_picnic_with_his_wife_and_kids)",4
conv-41_session_8_D8:3,conv-41,,0
conv-41_session_8_D8:4,conv-41,"Triples:
- (john, name, kyle)",4
conv-41_session_8_D8:5,conv-41,,0
conv-41_session_8_D8:6,conv-41,,0
conv-41_session_8_D8:7,conv-41,,0
conv-41_session_8_D8:8,conv-41,"Triples:
- (john, take, his_family)",4
conv-41_session_8_D8:9,conv-41,,0
conv-41_session_8_D8:10,conv-41,,0
conv-41_session_8_D8:11,conv-41,,0
conv-41_session_8_D8:12,conv-41,"Triples:
- (john, enjoy, enjoy)",4
conv-41_session_8_D8:13,conv-41,,0
conv-41_session_8_D8:14,conv-41,,0
conv-41_session_8_D8:15,conv-41,,0
conv-41_session_8_D8:16,conv-41,,0
conv-41_session_8_D8:17,conv-41,,0
conv-41_session_8_D8:18,conv-41,"Triples:
- (john, consider, consider)",4
conv-41_session_8_D8:19,conv-41,,0
conv-41_session_8_D8:20,conv-41,"Triples:
- (john, discuss, the_volunteering_opportunity_with_family_and_friends_,)",4
conv-41_session_8_D8:21,conv-41,"Triples:
- (maria, has_memory, Maria_volunteer_shelter)",4
conv-41_session_8_D8:22,conv-41,,0
conv-41_session_8_D8:23,conv-41,,0
conv-41_session_8_D8:24,conv-41,,0
conv-41_session_8_D8:25,conv-41,,0
conv-41_session_8_D8:26,conv-41,,0
conv-41_session_9_D9:1,conv-41,"Triples:
- (maria, take, a_poetry_class)",4
conv-41_session_9_D9:2,conv-41,,0
conv-41_session_9_D9:3,conv-41,"Triples:
- (maria, congratulate, john)",4
conv-41_session_9_D9:4,conv-41,"Triples:
- (john, graduate, graduate)",4
conv-41_session_9_D9:5,conv-41,,0
